datacolumns 8
datarows 112
time	gaslat_r	gasmed_r	perbrev_r	perlong_r	perter_r	sol_r	tibant_r
2.832	-0.0369819597124	-0.0356149119949	-0.00864706819536	-0.0126479734099	0.0205242353538	-0.0387979040106	0.0285867459157
2.836	-0.0368216063806	-0.0354529368497	-0.00888211403273	-0.0127859296391	0.0205104349584	-0.0386355407077	0.0284732303726
2.84	-0.0366641344513	-0.0352939935474	-0.00909808424998	-0.0129068966203	0.0204931671089	-0.0384751628639	0.0283578502252
2.844	-0.0365114756834	-0.0351400257167	-0.00929439742829	-0.0130118589409	0.0204728487476	-0.0383187938411	0.0282421703516
2.848	-0.036365557547	-0.0349929665954	-0.00947084737501	-0.0131019512625	0.0204500731025	-0.0381684948125	0.0281279502501
2.852	-0.0362285032117	-0.0348549407917	-0.00962725255637	-0.013178260433	0.0204256360088	-0.038026570857	0.0280173046305
2.856	-0.0361017975109	-0.0347274250485	-0.00976428817702	-0.0132422114561	0.0204003671424	-0.0378947017201	0.0279120131961
2.86	-0.0359869382204	-0.0346119059411	-0.00988257382112	-0.0132950881312	0.0203751936237	-0.0377746029709	0.0278139910432
2.864	-0.0358858430032	-0.0345102896103	-0.00998223642803	-0.0133378600186	0.0203512179126	-0.0376684489471	0.0277256249773
2.868	-0.0358003053819	-0.034424355404	-0.0100634416548	-0.0133714326061	0.0203295765202	-0.0375782992014	0.0276492852091
2.872	-0.0357286156267	-0.0343523649746	-0.0101293754522	-0.0133977993131	0.020310466595	-0.03750250592	0.0275841657446
2.876	-0.0356703059636	-0.0342938323636	-0.0101816136244	-0.0134180931749	0.0202942593494	-0.0374406968656	0.0275304179805
2.88	-0.0356247223701	-0.0342480881733	-0.0102215996253	-0.0134332562893	0.0202811680701	-0.0373922762756	0.0274879036427
2.884	-0.0355912991737	-0.0342145550209	-0.0102504474481	-0.0134439894882	0.0202713296016	-0.0373567173375	0.0274564506944
2.888	-0.0355693024647	-0.0341924897297	-0.01026921077	-0.0134508760367	0.0202647395239	-0.0373332914689	0.0274356213452
2.892	-0.0355581549127	-0.0341813088714	-0.0102786389812	-0.0134543087974	0.0202613578762	-0.0373214166044	0.0274250284848
2.896	-0.0355572819023	-0.0341804339998	-0.0102793421421	-0.0134545664636	0.0202610756672	-0.0373204962439	0.0274242037317
2.9	-0.0355662002179	-0.0341893802737	-0.0102717391505	-0.0134518057009	0.0202637517832	-0.0373300165104	0.0274326935025
2.904	-0.0355843053083	-0.0342075427545	-0.0102562572172	-0.0134461422728	0.0202691585404	-0.0373493216171	0.0274498682276
2.908	-0.0356110322891	-0.03423435757	-0.0102332124905	-0.013437615518	0.0202770406101	-0.037377788098	0.0274750881941
2.912	-0.035645699784	-0.0342691449059	-0.0102029609836	-0.013426251365	0.020287079559	-0.0374146610745	0.0275075693492
2.916	-0.03568755557	-0.0343111543721	-0.0101658803854	-0.0134120645728	0.0202989206182	-0.0374591058881	0.0275464423877
2.92	-0.0357359593395	-0.0343597480826	-0.0101222253408	-0.0133950103722	0.0203122353687	-0.0375104047492	0.027590935902
2.924	-0.0357905017586	-0.0344145200468	-0.0100720237038	-0.0133749437599	0.0203267583195	-0.0375680829954	0.0276404892894
2.928	-0.0358510821263	-0.034475374227	-0.010014994496	-0.0133515786336	0.0203423045771	-0.0376319885168	0.0276948168333
2.932	-0.0359183682738	-0.0345429867796	-0.00995008516359	-0.0133242750458	0.0203588769531	-0.0377027675914	0.0277542967753
2.936	-0.0359937392396	-0.0346187477331	-0.00987552947438	-0.013292011961	0.0203766584223	-0.0377817703967	0.027819869742
2.94	-0.0360814844768	-0.0347069443279	-0.00978804944411	-0.0132528930148	0.0203971493083	-0.0378730100013	0.0278948477057
2.944	-0.0367759950596	-0.0353950914148	-0.00964424733874	-0.0131572298376	0.0208087709679	-0.0384769713738	0.0284905807403
2.948	-0.0379996679037	-0.0366086579859	-0.00944275419763	-0.0129986995615	0.0216096585508	-0.0395076186146	0.0295964362904
2.952	-0.0392162208429	-0.037819090092	-0.00921178917224	-0.0128098977752	0.0224838416323	-0.0405002976537	0.0307910867247
2.956	-0.040351682857	-0.0389538227367	-0.00895236367644	-0.0125915661331	0.0234002952788	-0.0413879964118	0.0320299696902
2.96	-0.0413430484031	-0.0399505591793	-0.00866861036688	-0.0123476677315	0.0243216033404	-0.0421183112117	0.03326415356
2.964	-0.0421510244906	-0.0407698315845	-0.00836824101933	-0.0120854213874	0.0252107213149	-0.0426639335849	0.0344490672804
2.968	-0.0427628944035	-0.0413979891558	-0.00806229323006	-0.0118143011286	0.0260407933584	-0.0430222883617	0.0355509801911
2.972	-0.0431879218026	-0.0418428932417	-0.0077614338953	-0.0115442026265	0.0267914635742	-0.0432112017433	0.0365461671567
2.976	-0.0434510618193	-0.042127925114	-0.00747523582969	-0.0112842776001	0.0274516871934	-0.0432613555363	0.0374219354407
2.98	-0.0435848292676	-0.0422841231455	-0.00721123862959	-0.0110419232979	0.0280193665861	-0.0432080773677	0.0381750274288
2.984	-0.0436223569605	-0.0423434277686	-0.00697436021416	-0.0108221236104	0.0284999388665	-0.0430847881323	0.0388094831992
2.988	-0.0435928159429	-0.0423341808345	-0.00676683169454	-0.0106273410325	0.0289038786208	-0.0429191414653	0.0393342120459
2.992	-0.0435190511351	-0.0422787627043	-0.00658853893077	-0.0104577678342	0.0292445266078	-0.0427313143367	0.0397608644973
2.996	-0.0434171719948	-0.042193140239	-0.00643744455945	-0.0103117247114	0.0295361332874	-0.0425341292134	0.0401023955044
3	-0.0432973198089	-0.0420875580841	-0.00631017589059	-0.0101862345459	0.0297922349098	-0.0423342642013	0.0403718571919
3.004	-0.043164706477	-0.0419675052534	-0.00620255014153	-0.0100775069029	0.0300250265228	-0.0421335313485	0.0405815646159
3.008	-0.0430209556872	-0.0418349837142	-0.00611004238779	-0.00998140463501	0.0302448657759	-0.0419304185926	0.0407424897914
3.012	-0.0428657987793	-0.0416901502693	-0.00602800855979	-0.00989375583207	0.0304595456939	-0.0417219156852	0.0408645118138
3.016	-0.0426970435175	-0.0415312119222	-0.00595245021853	-0.00981088407396	0.0306755431488	-0.0415035947816	0.0409545119739
3.02	-0.0425122028849	-0.0413560312805	-0.00587994313559	-0.0097296999579	0.0308971273088	-0.0412712877918	0.0410173147284
3.024	-0.0423093783397	-0.0411629787987	-0.00580783384046	-0.00964790662564	0.0311262023594	-0.0410220092577	0.0410558840417
3.028	-0.0420868938187	-0.0409505658832	-0.00573432464752	-0.00956397545403	0.031363423612	-0.0407534683379	0.0410709587375
3.032	-0.0418440052681	-0.0407181400663	-0.00565853191882	-0.00947723945567	0.0316079183058	-0.0404647793491	0.0410614761799
3.036	-0.0415813122043	-0.0404663039809	-0.00558037233948	-0.00938780890326	0.0318573426698	-0.0401567739074	0.041025416846
3.04	-0.0413005117135	-0.0401966811611	-0.00550049257577	-0.00929645988699	0.0321085213259	-0.0398316304698	0.0409599646798
3.044	-0.0410046375826	-0.0399121642652	-0.00542014755757	-0.00920454048437	0.0323575115263	-0.0394930305766	0.0408622696748
3.048	-0.0406977211813	-0.0396166005237	-0.005340984727	-0.00911375245101	0.0326001125307	-0.0391456894824	0.0407299205972
3.052	-0.0403848616712	-0.0393148650285	-0.00526499079773	-0.00902611046186	0.0328319282371	-0.0387953969621	0.0405613842835
3.056	-0.0400716874495	-0.0390123573368	-0.00519416750631	-0.00894363394553	0.0330488478199	-0.038448356518	0.0403565737766
3.06	-0.0397642588327	-0.0387148924612	-0.00513065189427	-0.00886844436143	0.0332470710976	-0.038111140535	0.0401164460293
3.064	-0.0394684634124	-0.0384281340946	-0.00507636497423	-0.00880244065731	0.0334234568995	-0.0377899908537	0.0398434190933
3.068	-0.0391899902169	-0.0381575596701	-0.00503309530355	-0.00874737623804	0.0335754013895	-0.0374908550957	0.0395410556368
3.072	-0.038933646719	-0.0379077970059	-0.00500237496189	-0.00870471876786	0.033701070771	-0.0372186842243	0.0392133308338
3.076	-0.0387041727327	-0.0376834248846	-0.00498547420351	-0.00867570877993	0.0337989080282	-0.0369783041023	0.0388659658252
3.08	-0.0385107665626	-0.0374934510264	-0.00498301157984	-0.00866132215144	0.033866479513	-0.0367789884103	0.0385165550284
3.084	-0.0384500902406	-0.0374335362767	-0.00498644857777	-0.00866035845614	0.0338831617347	-0.0367175554067	0.0383881105095
3.088	-0.0384728758887	-0.0374547534386	-0.00500113762654	-0.00867397378173	0.0338664833483	-0.0367446642482	0.0383725475632
3.092	-0.0385276072115	-0.0375060044216	-0.00503282649557	-0.00870369874404	0.033828479765	-0.0368089289451	0.0383499326643
3.096	-0.0386129669363	-0.0375859298492	-0.0050823033328	-0.00875011286843	0.0337682688356	-0.0369093319148	0.0383154580684
3.1	-0.0387286799866	-0.0376941921505	-0.00515037601625	-0.00881388254996	0.0336841514204	-0.0370460183095	0.0382667963996
3.104	-0.0388740282119	-0.0378300170407	-0.00523785891519	-0.00889565776539	0.0335740023182	-0.0372187808697	0.0382014649553
3.108	-0.0390480932584	-0.0379924068817	-0.00534589179488	-0.00899635318484	0.0334348586951	-0.037427413433	0.0381162345995
3.112	-0.0392492421686	-0.0381796481501	-0.00547578321303	-0.00911698736084	0.0332630372687	-0.0376711698454	0.0380070661434
3.116	-0.0394749831304	-0.0383891627299	-0.00562910716266	-0.00925875568371	0.0330539012802	-0.0379486790741	0.0378688727816
3.12	-0.0397214964407	-0.0386170522996	-0.00580765430004	-0.0094229622292	0.0328017800918	-0.0382574966718	0.0376953762076
3.124	-0.0399830438314	-0.0388575258371	-0.00601336251584	-0.00961092623511	0.0324998945331	-0.0385935316056	0.0374789688095
3.128	-0.0402512056472	-0.0391021646725	-0.00624818291547	-0.00982382235693	0.0321403628306	-0.0389502773557	0.0372106455377
3.132	-0.0405139476686	-0.0393390319009	-0.00651382653691	-0.0100624070467	0.0317144079643	-0.0393178155449	0.0368801208857
3.136	-0.0407549297706	-0.0395520046974	-0.00681173084454	-0.0103269373935	0.0312122569759	-0.0396821233416	0.0364757589933
3.14	-0.0409525019186	-0.0397198346675	-0.00714263158087	-0.0106167299031	0.0306237326228	-0.0400238749292	0.03598509493
3.144	-0.0410791752819	-0.0398156748842	-0.00750617984666	-0.0109297693861	0.0299389649971	-0.0403176560545	0.0353955707143
3.148	-0.0411017945992	-0.0398073101378	-0.00790040099066	-0.0112622050581	0.0291496819086	-0.0405316991649	0.0346958884858
3.152	-0.0409831049419	-0.0396587507518	-0.00832118881382	-0.0116079354776	0.0282508984976	-0.0406288855698	0.0338778670877
3.156	-0.0406854278019	-0.0393338907916	-0.00876171544325	-0.0119582340179	0.0272434435589	-0.0405696673831	0.0329392087419
3.16	-0.0401767387525	-0.0388024530805	-0.00921240417853	-0.0123020074384	0.0261360533506	-0.0403176000258	0.0318859937746
3.164	-0.0394398242432	-0.0380489297406	-0.00966062597309	-0.0126260996535	0.0249489915205	-0.0398478527748	0.0307366770577
3.168	-0.0384830448523	-0.0370829652544	-0.0100913833649	-0.0129167303912	0.0237162003528	-0.0391581099816	0.029524724134
