datacolumns 2
datarows 107
time	R_hip_aa
2.908	-58.3430682485
2.912	-44.7597329605
2.916	-31.8423883642
2.92	-20.4150360111
2.924	-11.0487473083
2.928	-4.07329556011
2.932	0.422041857641
2.936	2.55041023488
2.94	2.58705580952
2.944	0.704354393383
2.948	-2.61761131796
2.952	-6.37176024955
2.956	-9.96360472517
2.96	-12.7969610709
2.964	-14.3068522536
2.968	-14.0092558012
2.972	-11.5702898537
2.976	-6.89367826201
2.98	-0.214209140765
2.984	7.82915409191
2.988	16.1792523324
2.992	11.3589969178
2.996	10.3427987577
3	5.48608929633
3.004	-2.16421684164
3.008	-10.0661718993
3.012	-16.5081706689
3.016	-21.3718537405
3.02	-25.4786299301
3.024	-31.3457374626
3.028	-40.0965440877
3.032	-52.5981168968
3.036	-67.7710611442
3.04	-82.8355740276
3.044	-95.5955216177
3.048	-104.428393476
3.052	-108.802065886
3.056	-109.049523938
3.06	-106.613354982
3.064	-102.798735472
3.068	-98.7460674672
3.072	-95.1894445988
3.076	-92.417391958
3.08	-90.3309454488
3.084	-88.7066816303
3.088	-87.5117494463
3.092	-86.7870473258
3.096	-86.3423245696
3.1	-85.8290463507
3.104	-84.9208438498
3.108	-83.4004672603
3.112	-81.2591592309
3.116	-78.6033266446
3.12	-75.5634729169
3.124	-72.2754305316
3.128	-68.8526166737
3.132	-65.332838321
3.136	-61.6737563935
3.14	-57.812717672
3.144	-53.7091232986
3.148	-49.3007677567
3.152	-44.4754012931
3.156	-39.1600791976
3.16	-33.415409907
3.164	-27.4564718454
3.168	-21.6115395682
3.172	-16.2047110265
3.176	-11.846888991
3.18	-8.15901215591
3.184	-5.67401905524
3.188	-4.27839488904
3.192	-4.25602570463
3.196	-5.92328192749
3.2	-8.89086663514
3.204	-12.881447215
3.208	-17.5498965271
3.212	-22.4216543292
3.216	-28.5995453956
3.22	-36.8136051157
3.224	-43.9710540825
3.228	-49.5800058742
3.232	-51.2026784405
3.236	-51.6987977114
3.24	-52.3541590081
3.244	-52.908974948
3.248	-52.7791226336
3.252	-51.3745936958
3.256	-50.6396793246
3.26	-42.6958262797
3.264	-34.269186264
3.268	-25.6914669152
3.272	-17.2863122481
3.276	-9.35080736852
3.28	-2.15668893247
3.284	3.74200801394
3.288	8.70281317191
3.292	12.4028145143
3.296	14.5578592087
3.3	14.9864181118
3.304	13.6404038917
3.308	10.5861996233
3.312	5.98185466991
3.316	0.0627262010073
3.32	-6.86218906715
3.324	-14.4072102271
3.328	-22.1114170902
3.332	-29.4578199406
