datacolumns 17
datarows 1163
time	addmag_r	bicfemlh_r	gaslat_r	gasmed_r	gmax_r	gmed_r	gra_r	perlong_r	recfem_r	sar_r	semimem_r	sol_r	tfl_r	tibant_r	vaslat_r	vasmed_r
2.778	0.106088	0.032302	0.004645	0.005233	0.019018	0.054143	0.113221	0.014332	0.002784	0.015848	0.034109	0.002513	0.00348	0.068777	0.001785	0.001162
2.7785	0.10649	0.032503	0.00463	0.005301	0.019077	0.055417	0.11333	0.014262	0.002783	0.015917	0.034168	0.002468	0.003483	0.068204	0.001784	0.001159
2.779	0.106903	0.032705	0.004614	0.00537	0.019136	0.056711	0.11343	0.014192	0.002783	0.015984	0.034228	0.002424	0.003491	0.067634	0.001783	0.001155
2.7795	0.107326	0.032906	0.004599	0.005441	0.019196	0.058027	0.113523	0.014121	0.002782	0.016049	0.034289	0.00238	0.003504	0.067066	0.001782	0.001153
2.78	0.10776	0.033108	0.004584	0.005514	0.019256	0.059362	0.113606	0.01405	0.002782	0.016113	0.034352	0.002336	0.00352	0.0665	0.001781	0.00115
2.7805	0.108202	0.03331	0.004569	0.00559	0.019317	0.060718	0.11368	0.013978	0.002781	0.016175	0.034416	0.002292	0.003541	0.065937	0.00178	0.001147
2.781	0.108654	0.033512	0.004555	0.005667	0.019379	0.062094	0.113744	0.013905	0.002781	0.016235	0.034482	0.002249	0.003566	0.065375	0.001779	0.001144
2.7815	0.109114	0.033715	0.00454	0.005746	0.019441	0.063491	0.113797	0.013832	0.002781	0.016293	0.03455	0.002206	0.003595	0.064816	0.001778	0.001142
2.782	0.109581	0.033918	0.004526	0.005827	0.019504	0.064907	0.11384	0.013758	0.00278	0.01635	0.03462	0.002163	0.003628	0.06426	0.001777	0.00114
2.7825	0.110057	0.034121	0.004512	0.00591	0.019567	0.066343	0.113871	0.013684	0.00278	0.016404	0.034692	0.00212	0.003665	0.063705	0.001776	0.001137
2.783	0.110539	0.034325	0.004498	0.005995	0.019631	0.067799	0.11389	0.01361	0.00278	0.016455	0.034766	0.002077	0.003705	0.063153	0.001775	0.001135
2.7835	0.111028	0.03453	0.004484	0.006083	0.019696	0.069275	0.113896	0.013535	0.00278	0.016505	0.034841	0.002035	0.003749	0.062603	0.001774	0.001133
2.784	0.111522	0.034735	0.004471	0.006172	0.019762	0.07077	0.113889	0.013459	0.00278	0.016552	0.034919	0.001993	0.003796	0.062055	0.001774	0.001131
2.7845	0.112022	0.034941	0.004457	0.006264	0.019828	0.072284	0.113869	0.013383	0.002781	0.016597	0.035	0.001951	0.003847	0.061509	0.001773	0.001129
2.785	0.112527	0.035147	0.004444	0.006358	0.019895	0.073817	0.113834	0.013307	0.002781	0.016639	0.035082	0.001909	0.0039	0.060965	0.001772	0.001128
2.7855	0.113036	0.035354	0.00443	0.006455	0.019963	0.075369	0.113784	0.013231	0.002781	0.016678	0.035167	0.001868	0.003957	0.060424	0.001772	0.001126
2.786	0.113549	0.035561	0.004417	0.006553	0.020032	0.076939	0.113718	0.013154	0.002782	0.016715	0.035254	0.001827	0.004016	0.059884	0.001771	0.001125
2.7865	0.114065	0.035769	0.004404	0.006655	0.020101	0.078528	0.113635	0.013076	0.002782	0.016749	0.035344	0.001786	0.004079	0.059347	0.00177	0.001123
2.787	0.114583	0.035978	0.00439	0.006758	0.020172	0.080135	0.113536	0.012998	0.002783	0.01678	0.035436	0.001746	0.004143	0.058811	0.00177	0.001122
2.7875	0.115103	0.036187	0.004377	0.006864	0.020243	0.081759	0.113418	0.01292	0.002784	0.016809	0.03553	0.001706	0.004211	0.058277	0.00177	0.001121
2.788	0.115624	0.036396	0.004363	0.006973	0.020315	0.0834	0.113282	0.012842	0.002785	0.016835	0.035627	0.001666	0.004281	0.057745	0.001769	0.001119
2.7885	0.116146	0.036606	0.00435	0.007084	0.020388	0.085059	0.113126	0.012763	0.002786	0.016858	0.035726	0.001627	0.004353	0.057214	0.001769	0.001118
2.789	0.116668	0.036816	0.004336	0.007198	0.020462	0.086734	0.112951	0.012684	0.002787	0.016879	0.035827	0.001588	0.004427	0.056685	0.001769	0.001117
2.7895	0.117188	0.037027	0.004322	0.007314	0.020537	0.088426	0.112754	0.012605	0.002788	0.016896	0.035931	0.00155	0.004504	0.056157	0.001769	0.001116
2.79	0.117708	0.037237	0.004308	0.007433	0.020613	0.090133	0.112537	0.012525	0.00279	0.016911	0.036038	0.001511	0.004582	0.05563	0.001769	0.001115
2.7905	0.118225	0.037448	0.004293	0.007555	0.02069	0.091855	0.112297	0.012444	0.002791	0.016923	0.036147	0.001474	0.004663	0.055104	0.001769	0.001115
2.791	0.118739	0.037659	0.004279	0.00768	0.020767	0.093593	0.112036	0.012363	0.002793	0.016932	0.036258	0.001436	0.004745	0.05458	0.001769	0.001114
