datacolumns 35
datarows 95
time	addbrev_r	addlong_r	addmag1_r	addmag2_r	addmag3_r	bicfemlh_r	bicfemsh_r	gaslat_r	gasmed_r	gmax1_r	gmax2_r	gmax3_r	gmed1_r	gmed2_r	gmed3_r	gmin1_r	gmin2_r	gmin3_r	gra_r	illiacus_r	perbrev_r	perlong_r	perter_r	psoas_r	recfem_r	sar_r	semimem_r	semiten_r	sol_r	tfl_r	tibant_r	vasint_r	vaslat_r	vasmed_r
2.708	0.131324683234	0.210942988218	0.110335061779	0.182879498141	0.318255356211	0.375262087637	0.218580080206	0.441653011052	0.446200451066	0.181215054809	0.190425354356	0.213553565197	0.119181724806	0.11936103444	0.0920326938582	0.0825231873142	0.0788331908484	0.077367887379	0.411219455766	0.199387617072	0.202616485348	0.391236124705	0.17788125324	0.247811569592	0.444359539055	0.540717068147	0.351757078266	0.400069442864	0.296163474069	0.525220170879	0.329512744973	0.220912714902	0.236932093188	0.211849301967
2.712	0.138534264739	0.203482159827	0.127701023097	0.210959754904	0.343530624044	0.447728125935	0.244534921997	0.429585922347	0.436261223918	0.208714665061	0.222417740455	0.264901369881	0.127369267833	0.13422532208	0.109550626373	0.0846906215031	0.0830596013791	0.0846897217851	0.443874380695	0.176910239991	0.208863457886	0.395854197881	0.194654806756	0.227867344432	0.380009607444	0.506451271911	0.419735734149	0.476835166556	0.27471017396	0.48845798089	0.342500989995	0.191810389928	0.208602682809	0.183821861467
2.716	0.138530224868	0.203983839896	0.127259542984	0.210304331147	0.343005715819	0.447888194324	0.24537542774	0.430200762899	0.436904795524	0.208014040117	0.221565158968	0.263641361	0.127490192508	0.133855010098	0.108861097823	0.0849070657001	0.0831085230287	0.0844860978442	0.444834893432	0.177679299731	0.209232674615	0.396266168991	0.195095796794	0.22857062646	0.378989269288	0.507941775783	0.420206237816	0.477483486258	0.274709168522	0.489149332076	0.342242471065	0.190089546689	0.206852770653	0.18212429908
2.72	0.138547712992	0.204518741305	0.126840841183	0.209670619447	0.342507260955	0.447943255296	0.246137109825	0.430765843922	0.437492793521	0.207292902204	0.220694476783	0.262369010422	0.127601881082	0.133462035999	0.108142271311	0.0851178699975	0.0831456023686	0.0842629383888	0.445767197308	0.178451350698	0.209592637283	0.396659053147	0.195547163812	0.229279137882	0.378026658387	0.509392040688	0.420596802687	0.478048100288	0.27465734503	0.489838033506	0.34203003804	0.188414470718	0.205148563689	0.18046892767
2.724	0.138587341708	0.20508251228	0.126450051878	0.209066871729	0.342042702407	0.447903371568	0.24682069715	0.43126538922	0.438009668598	0.20655943474	0.219815163836	0.261097806049	0.127705446315	0.13305081758	0.107400583079	0.0853227733095	0.0831717146587	0.0840226853326	0.446670128039	0.179218511563	0.209930262269	0.397018150174	0.196004262253	0.22998563696	0.377123305348	0.510787936715	0.420912787306	0.478533531069	0.274544988346	0.490515304126	0.34187766008	0.18679460612	0.20350270928	0.178866177012
2.728	0.138645500378	0.205668074766	0.126085598231	0.208493662819	0.341612260629	0.447776117578	0.247427820711	0.431679478641	0.438435667874	0.205820074244	0.218933915711	0.2598336122	0.127803994459	0.132626124269	0.106641583422	0.0855237643064	0.0831896893136	0.0837689516085	0.447538906058	0.179976446838	0.210229300647	0.397325402794	0.19646066862	0.230685631423	0.376283111679	0.512122652584	0.421157846856	0.478942369215	0.274359982146	0.491176450807	0.341803008555	0.185238304723	0.20192707132	0.177325611183
2.732	0.13872185458	0.206269902793	0.125751220887	0.207957973589	0.34122205209	0.447571780146	0.247956937646	0.431995049043	0.438758497558	0.205084026741	0.218061046956	0.258590332149	0.127899544097	0.132193500638	0.105872843377	0.0857212775104	0.0832012421883	0.0835051463542	0.448369879783	0.180717568158	0.210480589665	0.397571844898	0.196910221668	0.231372071464	0.375513885106	0.513379608016	0.421336232757	0.479277703471	0.274101783148	0.491809598982	0.341810989664	0.183763370312	0.2004432402	0.175866317297
2.736	0.138642455819	0.206477791444	0.125407700697	0.207561237679	0.340947702232	0.447803401067	0.248446268921	0.432206298878	0.438986132098	0.204774135302	0.217648283228	0.257847538994	0.128175085099	0.132090006151	0.105506047697	0.0860310796244	0.0833841359693	0.0834835047284	0.44901279864	0.181115156716	0.210792857308	0.397871585693	0.197503834668	0.23172410347	0.374323999404	0.514108861576	0.421960553193	0.480084585312	0.273729518175	0.492170952271	0.341854810185	0.182263882107	0.198949240931	0.174385187827
2.74	0.138760796948	0.207093792202	0.1251548372	0.207140642089	0.340675563214	0.447505655267	0.248819326314	0.432299036849	0.439078614152	0.20409567419	0.216847895443	0.256726382617	0.128284680104	0.131676231318	0.104759189342	0.0862323703049	0.0833983762754	0.0832216774337	0.449769650953	0.181786684914	0.210927172993	0.397975718083	0.197922153226	0.232351214821	0.37368891262	0.515132772653	0.422047129836	0.480314209736	0.273326992226	0.492709244011	0.342036979403	0.180996125513	0.197702037451	0.173136523406
2.744	0.138888602927	0.207700824744	0.124932934675	0.206767473082	0.340450504843	0.447166730614	0.24912273114	0.432297666148	0.439073835368	0.20345131016	0.216088904041	0.25566501979	0.128400271369	0.131276247365	0.104031309309	0.0864340331417	0.0834151497519	0.0829651455839	0.45047331062	0.182420676654	0.211002673546	0.39801198683	0.198308243856	0.232944709278	0.373138977631	0.516050458856	0.422081895532	0.48048009857	0.272878768504	0.493209215869	0.342287450453	0.179848891974	0.196589746619	0.17201089231
