datacolumns 2
datarows 95
time	R_ankle_fe
2.708	222.050330722
2.712	180.014672
2.716	115.343679879
2.72	47.4969253407
2.724	-8.92278910945
2.728	-44.3975278162
2.732	-57.9763151289
2.736	-54.0583355364
2.74	-40.025372398
2.744	-23.6327827925
2.748	-9.92294829014
2.752	-0.732939525203
2.756	4.16166116982
2.76	5.86373829822
2.764	5.58185475427
2.768	4.2876007267
2.772	2.64973897454
2.776	1.08732052269
2.78	-0.157376224718
2.784	-0.965046074159
2.788	-1.30623857072
2.792	-1.21784264723
2.796	-5.83376932796
2.8	-6.32318583098
2.804	-5.6964828195
2.808	-4.07000138573
2.812	-2.00585894401
2.816	-0.523025258166
2.82	-1.35737056814
2.824	-5.87893688081
2.828	-13.6710359216
2.832	-23.9112561763
2.836	-35.3556447973
2.84	-46.6100134274
2.844	-56.6207680016
2.848	-64.9396009252
2.852	-71.7407882607
2.856	-77.5394876
2.86	-82.8152146725
2.864	-87.8411836305
2.868	-92.6945167061
2.872	-97.391117176
2.876	-102.035806069
2.88	-106.805603746
2.884	-111.838110372
2.888	-117.096490537
2.892	-122.406273295
2.896	-127.54521909
2.9	-132.365475467
2.904	-136.802750425
2.908	-140.840228435
2.912	-144.716594315
2.916	-148.405316203
2.92	-151.590312478
2.924	-154.224365631
2.928	-156.261392673
2.932	-157.64672163
2.936	-158.321706417
2.94	-158.22646992
2.944	-157.306918754
2.948	-155.503517271
2.952	-152.751257051
2.956	-148.971479085
2.96	-144.103371789
2.964	-138.094381855
2.968	-130.943811438
2.972	-122.702487433
2.976	-113.475531358
2.98	-103.442657499
2.984	-92.8706136011
2.988	-82.0348267882
2.992	-71.1261995581
2.996	-60.6999144321
3	-50.9982350267
3.004	-42.2207672091
3.008	-34.264396362
3.012	-27.0446410202
3.016	-20.6602924794
3.02	-15.3233159592
3.024	-11.1449901731
3.028	-8.04954380895
3.032	-2.43329730825
3.036	-3.18894221854
3.04	-3.60825324655
3.044	-3.69505484585
3.048	-3.5044035302
3.052	-3.1253445169
3.056	-2.65443083987
3.06	-2.16395032481
3.064	-1.71244179237
3.068	-1.29300685317
3.072	-0.892982571941
3.076	-0.506834175161
3.08	-0.143437649792
3.084	0.17458938467
