datacolumns 8
datarows 102
time	gaslat_r	gasmed_r	perbrev_r	perlong_r	perter_r	sol_r	tibant_r
3.476	-0.0368436921776	-0.03547526024	-0.00884921397445	-0.012767046239	0.020512043094	-0.0386581308233	0.0284889438518
3.48	-0.0366673226804	-0.0352972307569	-0.00909254963675	-0.0129039058851	0.0204930658758	-0.0384785917453	0.0283601069217
3.484	-0.0365018438703	-0.0351303344768	-0.00930521073528	-0.0130175378099	0.0204709893307	-0.0383090714915	0.0282346589197
3.488	-0.0363498320098	-0.0349771425021	-0.00948821005255	-0.0131106308267	0.0204469965802	-0.0381524190365	0.0281153719482
3.492	-0.0362135140406	-0.0348398676581	-0.00964293109713	-0.0131857573865	0.0204223971394	-0.0380111693517	0.028004978976
3.496	-0.0360946376197	-0.0347202365975	-0.00977103946847	-0.013245326183	0.0203985171104	-0.0378873869183	0.0279059760352
3.5	-0.0359944264976	-0.0346194481322	-0.00987434788361	-0.0132915186568	0.0203765952076	-0.0377825947931	0.0278204752529
3.504	-0.0359136395999	-0.0345382356229	-0.00995463961052	-0.0133262182503	0.020357707593	-0.0376978142927	0.027750148819
3.508	-0.0358526942559	-0.0344769931055	-0.0100134987625	-0.0133509555608	0.0203427287276	-0.0376336773082	0.0276962498001
3.512	-0.0358112998806	-0.0344354088484	-0.0100526513052	-0.0133670703646	0.0203321900183	-0.0375900280205	0.027659220075
3.516	-0.0357894790276	-0.0344134920479	-0.0100730151215	-0.0133753422342	0.0203265095184	-0.0375669927404	0.0276395622458
3.52	-0.0357859592188	-0.0344099575195	-0.0100762582257	-0.0133766540234	0.0203255737833	-0.0375632813519	0.0276363845079
3.524	-0.0357995605201	-0.0344236190143	-0.0100635559959	-0.0133715137809	0.0203291098783	-0.0375776558018	0.0276486624484
3.528	-0.0358288543497	-0.0344530452915	-0.0100359968021	-0.0133602570348	0.0203366342381	-0.0376085790335	0.02767497521
3.532	-0.0358719894026	-0.0344963837496	-0.00999483682855	-0.0133431884529	0.0203474544055	-0.0376540426281	0.0277134046988
3.536	-0.0359270865846	-0.0345517554559	-0.00994122640308	-0.013320509447	0.0203608225574	-0.03771199632	0.0277619527152
3.54	-0.0359923947228	-0.0346174102415	-0.00987613805924	-0.0132923174695	0.0203760159457	-0.0377805218578	0.0278187288055
3.544	-0.0360665370304	-0.0346919736258	-0.00980016748168	-0.0132585342577	0.0203924197231	-0.0378580968307	0.0278821934592
3.548	-0.0361490196434	-0.0347749582619	-0.00971299614759	-0.0132186516085	0.0204096371627	-0.0379441227741	0.0279515860811
3.552	-0.0362401410396	-0.0348666732933	-0.0096134155925	-0.013171687147	0.0204274493134	-0.0380388111309	0.0280268030269
3.556	-0.0363413927776	-0.0349686231572	-0.00949907926683	-0.0131159772955	0.0204459869616	-0.0381435222311	0.0281086824459
3.56	-0.0365100018906	-0.0351374424518	-0.00936379216858	-0.0130452515664	0.0205001896806	-0.0383067151461	0.0282464673602
3.564	-0.0376988427926	-0.0363157118804	-0.00918576850054	-0.0129027364316	0.0212187859532	-0.0393210223405	0.0292920976306
3.568	-0.0389571654722	-0.0375662089846	-0.00898463844892	-0.0127317327687	0.0220493739303	-0.0403635060982	0.0304859295855
3.572	-0.0401765234656	-0.0387826549014	-0.00875765151581	-0.0125311908434	0.0229501739714	-0.041334313858	0.0317632173326
3.576	-0.0412777171068	-0.0398871878305	-0.00850417434207	-0.0123011668675	0.0238899501013	-0.042162656802	0.0330741223653
3.58	-0.0421976528398	-0.0408172397223	-0.00822732262933	-0.0120450643179	0.0248347314823	-0.0427968747393	0.0343669146071
3.584	-0.0428998844124	-0.0415360047422	-0.00793335338268	-0.0117691319586	0.0257531230259	-0.0432128161062	0.0355960142878
3.588	-0.0433747306278	-0.042032618405	-0.00763186774179	-0.0114827526773	0.0266163027897	-0.0434130729898	0.0367220509963
3.592	-0.0436387745603	-0.0423219390349	-0.00733385876846	-0.0111966621483	0.0274032381636	-0.0434240895069	0.0377179758208
3.596	-0.0437271285822	-0.0424371752459	-0.00704982160728	-0.0109212902917	0.0281017531166	-0.0432874723475	0.0385700432318
3.6	-0.0436831736438	-0.0424199321068	-0.00678872184958	-0.0106656102382	0.0287085523562	-0.0430496537565	0.0392757376716
