datacolumns 24
datarows 80
time	addbrev_r	addlong_r	addmag1_r	addmag2_r	addmag3_r	bicfemlh_r	gmax1_r	gmax2_r	gmax3_r	gmed1_r	gmed2_r	gmed3_r	gmin1_r	gmin2_r	gmin3_r	gra_r	illiacus_r	psoas_r	recfem_r	sar_r	semimem_r	semiten_r	tfl_r
3.036	-0.0130210776164	0.0024042315309	-0.036282232902	-0.048567840408	-0.0487104908381	-0.0528134031856	-0.0246987527314	-0.0318778629626	-0.0511924626177	0.00294265043217	-0.0120446276146	-0.0226906762183	0.00476089081082	0.000393390214106	-0.00648995733677	-0.0247443766986	0.0456691982921	0.0406674851852	0.047529673766	0.0794730351302	-0.050990202301	-0.055433126351	0.067240867964
3.04	-0.0126336796975	0.00340954175765	-0.0361115417875	-0.0485791774573	-0.0485237429343	-0.0533105735158	-0.0254560606978	-0.0325885828831	-0.0520285463902	0.00245368513744	-0.012622822594	-0.0232758586736	0.00452127194837	5.735142413e-05	-0.00690236965111	-0.0241637072839	0.0455773791837	0.0407891744816	0.0479245970164	0.0794411450733	-0.051452113073	-0.0559568663623	0.0664694317328
3.044	-0.0122215840323	0.00446241477922	-0.0359216955207	-0.0485750788181	-0.0483072959107	-0.0538197136976	-0.0262425489497	-0.0333262182363	-0.0529012925646	0.00194790600145	-0.0132214739583	-0.0238822646305	0.0042752360843	-0.000289239996613	-0.00732933455216	-0.02354909982	0.045471849578	0.0408975705452	0.048321589396	0.079362891765	-0.0519120656377	-0.056477490524	0.065661460093
3.048	-0.0117880532287	0.00555144866951	-0.0357128080076	-0.0485531208869	-0.0480606705063	-0.054333556243	-0.0270495505847	-0.0340819989266	-0.0538009489788	0.00143060632133	-0.0138343504144	-0.0245036763074	0.00402517423215	-0.000642980953409	-0.00776669116084	-0.022906009683	0.0453521626037	0.0409895438702	0.0487121109957	0.0792343936568	-0.0523628043497	-0.0569871651325	0.0648241804754
3.052	-0.0113371508374	0.00666449246539	-0.0354863158394	-0.0485119984051	-0.0477845535128	-0.0548451614165	-0.0278678643343	-0.0348467822086	-0.0547175291434	0.000908089064584	-0.0144543906388	-0.0251333091948	0.00377439865093	-0.000999634663173	-0.00820956762553	-0.0222405641354	0.0452186264437	0.0410633386428	0.0490881722213	0.0790532512165	-0.0527975201529	-0.0574786076369	0.0639661535505
3.056	-0.0108739686754	0.00778792734131	-0.0352448408448	-0.0484514287228	-0.0474810346536	-0.0553475109094	-0.0286872805031	-0.0356105532666	-0.0556400250017	0.00038750899945	-0.0150735761946	-0.0257634310967	0.00352679203476	-0.00135426643508	-0.00865228361124	-0.0215599146248	0.0450722066275	0.0411181022159	0.0494423450286	0.0788191775465	-0.0532097295315	-0.0579449026947	0.0630976530266
3.06	-0.0104064408378	0.00889592661413	-0.0349876306239	-0.0483685474705	-0.0471556886523	-0.0558277497945	-0.0294925126941	-0.0363566279568	-0.0565456920709	-0.000127674220486	-0.0156854703969	-0.0263858955177	0.00327953693505	-0.00170678756927	-0.00909187722725	-0.0208785965244	0.0449138986298	0.0411490891059	0.0497652062117	0.0785420388499	-0.0535905556413	-0.0583760168915	0.0622295083294
3.064	-0.00994236971868	0.00996952025117	-0.0347186310468	-0.04826504099	-0.0468153187235	-0.0562787044959	-0.0302712622279	-0.037072854276	-0.0574192525358	-0.000630793197315	-0.0162820387926	-0.0269924962111	0.00303491379839	-0.00205329239662	-0.00952303688381	-0.0202077225366	0.0447469583253	0.0411574416471	0.0500520223799	0.0782307000292	-0.0539353364845	-0.0587668259796	0.0613742715121
3.068	-0.00948894904262	0.0109943818862	-0.0344437218976	-0.0481448066714	-0.0464672531882	-0.0566963391829	-0.0310138210418	-0.0377502457305	-0.0582498728243	-0.00111481324808	-0.0168556712386	-0.027576072978	0.00279676511055	-0.00238898630591	-0.0099402619287	-0.01955632927	0.0445752805604	0.0411465724755	0.0503010243919	0.0778940225681	-0.0542419464991	-0.0591150906843	0.0605438773107
3.072	-0.00905247393523	0.0119596811673	-0.0341689754024	-0.0480125014765	-0.0461187072535	-0.0570785784756	-0.0317126258873	-0.0383822029293	-0.0590295881065	-0.00157372082815	-0.0173998697269	-0.0281304683372	0.0025687568624	-0.00270944183816	-0.0103385494001	-0.0189315916724	0.0444026443787	0.0411203961505	0.0505125644546	0.0775411654164	-0.0545101601751	-0.0594206453112	0.0597489032741
3.076	-0.00863729012355	0.0128595034955	-0.0338992048132	-0.0478724503272	-0.0457755180956	-0.0574255489587	-0.0323633565908	-0.0389654249901	-0.0597542271003	-0.00200381924503	-0.0179103884206	-0.0286513691717	0.00235339536302	-0.00301155610272	-0.0107142641322	-0.0183374514783	0.0442320580234	0.0410825481934	0.0506889391464	0.0771804871961	-0.0547417912691	-0.0596855304933	0.0589968176196
3.08	-0.00824589163629	0.0136917333607	-0.0336376004028	-0.047728161536	-0.0454420869723	-0.0577387109111	-0.0329646323738	-0.0394993264567	-0.0604224811895	-0.00240385660049	-0.0183855636175	-0.0291368424283	0.00215161260256	-0.00329404556887	-0.011065724909	-0.0177755718061	0.0440657222803	0.0410360353099	0.0508335690222	0.0768193740029	-0.054939820108	-0.0599130338443	0.0582914714726
3.084	-0.00787967740182	0.0144548075514	-0.0333846164311	-0.0475814571587	-0.0451219867323	-0.0580194969588	-0.0335163453342	-0.0399842220646	-0.0610329855652	-0.00277558122275	-0.0188261789652	-0.0295865732961	0.00196142371912	-0.00355821894404	-0.0113933602718	-0.0172470439767	0.0439052920615	0.0409825811811	0.0509502711191	0.0764663155253	-0.0551078776901	-0.0601069891609	0.0576338789161
3.088	-0.00753802306398	0.015150861681	-0.0331384443075	-0.0474327652514	-0.0448167539038	-0.0582706162759	-0.0340210607657	-0.0404229928919	-0.0615872743498	-0.00312307211972	-0.0192352824061	-0.0300021222766	0.00177937073451	-0.00380698319262	-0.0116992192058	-0.016750213413	0.0437515982495	0.0409232790282	0.0510434933768	0.0761280902992	-0.0552506629298	-0.0602723691765	0.0570216966143
3.092	-0.00721813296246	0.0157865788534	-0.0328954899333	-0.0472812359284	-0.0445252416537	-0.0584961295385	-0.0344839633734	-0.0408212713348	-0.0620906346594	-0.00345170346267	-0.0196172271816	-0.0303861292809	0.0016017738297	-0.00404369864269	-0.011985976105	-0.0162798381353	0.0436044365783	0.0408587194744	0.0511178871104	0.0758080098871	-0.0553736150994	-0.0604150075513	0.0564499694821
3.096	-0.00691621723046	0.0163704029408	-0.0326513646637	-0.047125246758	-0.0442448752737	-0.0587001743743	-0.0349113493941	-0.0411857232842	-0.0625498798986	-0.00376720760877	-0.0199769835788	-0.0307420218283	0.00142499905723	-0.00427193403739	-0.0122567688605	-0.015829540342	0.0434630266301	0.0407891085781	0.0511775794715	0.0755070768394	-0.0554818172344	-0.0605403957162	0.0559123060186
3.1	-0.00662750771901	0.0169125222493	-0.0324007184198	-0.0469622195268	-0.0439713738302	-0.0588869484253	-0.0353103054793	-0.0415239064195	-0.0629732639192	-0.0040754460792	-0.0203195598281	-0.0310731372365	0.0012457024284	-0.00449502373684	-0.0125145405492	-0.0153912369515	0.0433258938155	0.0407141240377	0.051226067701	0.0752237704134	-0.0555800538459	-0.060653740279	0.0554015663342
3.104	-0.00634655794434	0.0174245698175	-0.0321380647563	-0.0467890903077	-0.0436990862691	-0.0590604403663	-0.035688502777	-0.0418439672357	-0.0633703106782	-0.0043817709904	-0.0206497027939	-0.0313828159569	0.00106140677304	-0.0047156842655	-0.0127618973906	-0.0149557199837	0.0431909623314	0.0406331549238	0.0512660175552	0.0749537889787	-0.055672333606	-0.0607594891756	0.0549101717624
3.108	-0.00606867657287	0.0179167097467	-0.0318589668396	-0.0466031147633	-0.0434225914867	-0.0592235598517	-0.0360523806153	-0.0421528817352	-0.0637494506507	-0.00468992937872	-0.0209707623613	-0.0316734053476	0.000870906803496	-0.00493544960492	-0.0130004273472	-0.0145149777189	0.0430562557396	0.0405456433103	0.0512990824976	0.0746919433644	-0.0557613804451	-0.0608607360678	0.0544320632168
3.112	-0.00578945557403	0.0183986775077	-0.0315597643662	-0.0464017094077	-0.0431362739942	-0.059378524687	-0.036407821446	-0.0424570496643	-0.0641188150198	-0.00500249106278	-0.0212851714873	-0.0319467215863	0.000674095509629	-0.00515492221488	-0.0132310156472	-0.0140613531971	0.0429196786514	0.0404510224202	0.0513260794243	0.0744316797416	-0.0558488474082	-0.0609594719155	0.0539619578554
3.116	-0.00550493011106	0.0188793249496	-0.0312375184938	-0.0461824635629	-0.0428345740815	-0.0595267440188	-0.0367599227986	-0.0427620643307	-0.0644858210952	-0.00532094032224	-0.0215944454749	-0.032203960566	0.000471764505444	-0.00537389511315	-0.0134538798934	-0.0135878912752	0.0427791417972	0.0403487250598	0.0513470748658	0.0741656709622	-0.0559353746941	-0.0610566261588	0.0534954841175
3.12	-0.00521233660859	0.0193650923419	-0.0308906582752	-0.0459436729361	-0.0425130404722	-0.0596685959973	-0.0371121482401	-0.0430718492789	-0.0648559491039	-0.00564529300249	-0.0218988570399	-0.0324454962369	0.000265607729698	-0.0055913003907	-0.0136684948129	-0.0130896565422	0.0426330285333	0.0402384462793	0.051361493974	0.073887201748	-0.0560205196534	-0.0611519589757	0.0530299515542
3.124	-0.00490904580378	0.0198616945314	-0.030517573462	-0.0456834564597	-0.0421673043542	-0.0598039085657	-0.0374676407024	-0.0433898001285	-0.0652340045454	-0.00597553466074	-0.0221987615054	-0.032671911302	5.71824869338e-05	-0.00580625288671	-0.0138745794949	-0.0125623281319	0.0424797311419	0.0401197491446	0.0513683499103	0.0735896197662	-0.0561032537661	-0.061244590836	0.0525624815411
3.128	-0.00459301766055	0.0203732814584	-0.0301169781815	-0.045400055902	-0.0417936204419	-0.0599318968461	-0.0378286511483	-0.0437183133877	-0.0656234750322	-0.006311264078	-0.0224941911542	-0.0328835983279	-0.000151943514408	-0.00601783200944	-0.0140718184646	-0.0120028045159	0.0423179187651	0.0399922258127	0.0513663266961	0.073267060507	-0.0561819988896	-0.0613330219987	0.0520906929704
3.132	-0.00426404662926	0.0209006392023	-0.029689664938	-0.0450931125332	-0.0413903810153	-0.0600509135453	-0.0381951477713	-0.0440575970914	-0.0660252072155	-0.00665023380601	-0.0227835685852	-0.0330798260027	-0.000359192653244	-0.00622408584695	-0.0142589416897	-0.011411184414	0.0421471900935	0.0398560709747	0.0513539238661	0.0729156853146	-0.0562544666521	-0.0614149531228	0.0516147036859
3.136	-0.00392045237268	0.0214466323035	-0.0292345196434	-0.0447608645601	-0.0409543333815	-0.0601596598666	-0.0385687069914	-0.0444091410132	-0.066441613804	-0.00699182711821	-0.0230669438031	-0.033261271678	-0.00056312430255	-0.00642430495112	-0.0144359694456	-0.0107854697945	0.0419663976963	0.0397108262338	0.0513294588681	0.0725302704869	-0.056318402222	-0.0614881320917	0.051132018963
