datacolumns 2
datarows 80
time	R_ankle_fe
3.036	4.06465011077
3.04	1.82951390429
3.044	-0.447845282821
3.048	-2.61943100223
3.052	-4.55966723404
3.056	-6.19253983272
3.06	-7.44616725911
3.064	-8.26987608501
3.068	-8.66654698479
3.072	-8.6611708487
3.076	-8.29464953659
3.08	-7.61893143042
3.084	-6.69348282034
3.088	-5.58239166678
3.092	-4.35182300231
3.096	-3.06734869153
3.1	-1.79108145725
3.104	-0.578878349529
3.108	-2.52640732441
3.112	-4.98699961107
3.116	-8.9050473363
3.12	-14.4431598398
3.124	-21.7322279948
3.128	-30.7604625277
3.132	-41.139805038
3.136	-52.3846251216
3.14	-63.9870722745
3.144	-75.5645782655
3.148	-86.902161112
3.152	-97.9444950876
3.156	-108.45229211
3.16	-118.218909474
3.164	-127.30844117
3.168	-135.683116127
3.172	-143.243242012
3.176	-149.914745172
3.18	-155.694707489
3.184	-160.58161305
3.188	-164.560568771
3.192	-167.634803203
3.196	-169.80729979
3.2	-171.041061285
3.204	-171.267974046
3.208	-170.404440635
3.212	-168.35547067
3.216	-165.020071991
3.22	-160.301870267
3.224	-154.125321333
3.228	-146.460135897
3.232	-137.317121725
3.236	-126.770668884
3.24	-114.847386658
3.244	-101.876682141
3.248	-88.2390241447
3.252	-74.4024448646
3.256	-61.0094998509
3.26	-48.5098589018
3.264	-37.3361369476
3.268	-27.8222298061
3.272	-20.0984014274
3.276	-14.10240839
3.28	-9.67516628547
3.284	-6.62624112588
3.288	0.75587511604
3.292	-0.323733038273
3.296	-1.14542076074
3.3	-1.55168785688
3.304	-1.34788700967
3.308	-0.377807713902
3.312	1.3794974746
3.316	3.68567795045
3.32	5.93934240864
3.324	7.16144013887
3.328	6.15409166952
3.332	1.85776268303
3.336	-6.13896511746
3.34	-16.7636902618
3.344	-27.3178221313
3.348	-34.0600603208
3.352	-33.7692958154
