datacolumns 2
datarows 112
time	R_knee_fe
2.832	5.17906004212
2.836	-3.12517585395
2.84	-11.2425258374
2.844	-19.0384867488
2.848	-27.0633541886
2.852	-34.4781428137
2.856	-40.7439840695
2.86	-45.8181230696
2.864	-49.747044722
2.868	-52.6400728754
2.872	-54.6401850408
2.876	-55.8973233618
2.88	-56.5479989538
2.884	-56.7031636091
2.888	-56.4445383884
2.892	-55.8260199841
2.896	-54.8763331241
2.9	-53.636618346
2.904	-52.141205339
2.908	-50.4295887087
2.912	-48.5430615776
2.916	-46.5145598741
2.92	-44.3540408677
2.924	-42.9459436681
2.928	-41.8590603548
2.932	-40.3837160667
2.936	-37.8107167722
2.94	-33.7933649171
2.944	-29.1065057813
2.948	-25.5010490322
2.952	-22.6171211033
2.956	-19.1678032758
2.96	-13.2514996413
2.964	-3.04810099387
2.968	12.7780195828
2.972	31.9830752255
2.976	53.4761857613
2.98	76.1918800761
2.984	99.0655833589
2.988	121.098762516
2.992	141.223663057
2.996	158.695065169
3	173.361795922
3.004	186.078476634
3.008	197.944545338
3.012	209.655435636
3.016	221.443968886
3.02	233.21142887
3.024	244.699899198
3.028	255.635929369
3.032	265.748489321
3.036	274.797056519
3.04	282.618661905
3.044	289.129424963
3.048	294.31476022
3.052	298.144643869
3.056	300.657736047
3.06	301.87659666
3.064	301.836872216
3.068	300.570841654
3.072	298.087080655
3.076	294.39025967
3.08	289.479990442
3.084	283.362329279
3.088	276.036488794
3.092	267.612086956
3.096	257.932520711
3.1	247.130930864
3.104	235.280125335
3.108	222.541769774
3.112	209.078342369
3.116	195.069653936
3.12	180.689856695
3.124	166.169307101
3.128	151.139394196
3.132	135.930935239
3.136	120.610517153
3.14	105.257921888
3.144	89.953597222
3.148	74.893540838
3.152	60.3375649023
3.156	46.5703870175
3.16	36.6486080751
3.164	28.052060885
3.168	20.324275557
3.172	13.4352359045
3.176	6.01520299025
3.18	-0.0430173667744
3.184	-4.61110648405
3.188	-8.24515886529
3.192	-11.712872101
3.196	-15.7986224837
3.2	-21.211633307
3.204	-22.907855932
3.208	-33.209979944
3.212	-42.6684856165
3.216	-49.8646524715
3.22	-53.1535091085
3.224	-51.0116300805
3.228	-42.5346158567
3.232	-27.9720657424
3.236	-9.10283988307
3.24	10.7955654259
3.244	27.618588929
3.248	37.6979684774
3.252	39.4509220564
3.256	34.2611190988
3.26	25.7065112483
3.264	17.6529250403
3.268	12.7118574107
3.272	11.8540379692
3.276	14.8879397558
