datacolumns 24
datarows 112
time	addbrev_r	addlong_r	addmag1_r	addmag2_r	addmag3_r	bicfemlh_r	gmax1_r	gmax2_r	gmax3_r	gmed1_r	gmed2_r	gmed3_r	gmin1_r	gmin2_r	gmin3_r	gra_r	illiacus_r	psoas_r	recfem_r	sar_r	semimem_r	semiten_r	tfl_r
2.832	0.0619549433324	0.0720836616922	0.0638831126813	0.0586964270743	0.0576283687959	0.0151324762062	-0.0159414870431	-0.0110369898339	0.0288435691868	-0.0206324329379	-0.025373025335	-0.026929325358	-0.018262995769	-0.023269050428	-0.0263369741694	0.0762798881565	0.00155768274984	0.00920950548671	-0.012887751897	-0.0347253049634	0.0132984103444	0.0220100262185	-0.0417469307219
2.836	0.0619752522366	0.0719096238075	0.0642090906016	0.0589734964025	0.0577567221657	0.0152582985589	-0.01565759628	-0.0108290578754	0.0291424628892	-0.0207972442779	-0.0253658387043	-0.0267572581169	-0.0185079852382	-0.0234147294386	-0.026375865398	0.0763493460941	0.00146340493893	0.00905456239447	-0.0129481895185	-0.0346101312551	0.0133087785038	0.0220408675831	-0.042011359779
2.84	0.0619882818918	0.0717397178093	0.064513917876	0.0592385265626	0.0578838324932	0.0153798577039	-0.0153743892618	-0.0106286131164	0.0294285940042	-0.0209395013209	-0.0253438204942	-0.0265791025369	-0.0187296794182	-0.0235420972153	-0.0264023103218	0.0764205323758	0.00137595497502	0.00891052776317	-0.0130095911112	-0.0345075257567	0.0133211079627	0.0220722629312	-0.0422618780591
2.844	0.0619936514373	0.0715754021609	0.0647957229261	0.0594904479482	0.0580100526479	0.0154962976159	-0.0150952298897	-0.0104379874335	0.0296993018919	-0.0210595592144	-0.0253087409807	-0.0263975858244	-0.0189277130356	-0.0236515335832	-0.0264175067329	0.0764941040014	0.00129611491549	0.0087781880173	-0.0130719048823	-0.0344187293079	0.0133354275949	0.0221041507777	-0.0424983087968
2.848	0.0619901887364	0.0714188402939	0.0650510025206	0.0597274825841	0.0581363739649	0.0156059793074	-0.0148229872937	-0.0102597971568	0.0299502405356	-0.0211556842495	-0.0252609790969	-0.0262146701795	-0.0190995970439	-0.023741706587	-0.0264215599494	0.0765713600079	0.00122561758378	0.00865944320305	-0.0131349165074	-0.0343465199519	0.0133517478455	0.0221363293749	-0.0427197862994
2.852	0.0619772374037	0.0712719124828	0.0652772451592	0.0599482220881	0.0582634926582	0.015707615056	-0.014559910738	-0.0100958754059	0.0301779399913	-0.0212267571255	-0.0252009820446	-0.0260319698512	-0.0192435596536	-0.0238116995261	-0.0264146384352	0.0766528555944	0.00116565684086	0.00855558321475	-0.0131982102784	-0.0342930459976	0.0133700639307	0.0221686544736	-0.0429256687653
2.856	0.0619544111339	0.0711359489348	0.0654730808659	0.0601519758183	0.0583921720334	0.0158002874928	-0.0143073120495	-0.00994722861968	0.030379986021	-0.0212722284984	-0.0251291352424	-0.0258504971602	-0.0193586209828	-0.0238610336872	-0.0263969523141	0.0767389630916	0.0011169934337	0.00846732306729	-0.0132613453559	-0.0342598803089	0.0133903312129	0.0222010070558	-0.0431158969296
2.86	0.0619222239513	0.0710117914033	0.0656386229583	0.0603383352185	0.0585222964304	0.0158834845459	-0.0140642027901	-0.00981293388185	0.0305555499679	-0.0212915591147	-0.0250447268406	-0.0256694692843	-0.0194441917633	-0.0238890286697	-0.0263678733191	0.0768291157447	0.00107962098326	0.00839454449613	-0.0133237787778	-0.0342472838144	0.0134123314708	0.0222331686973	-0.0432900338879
2.864	0.0618844988407	0.0708983255412	0.0657795699114	0.0605084304154	0.0586504576065	0.0159588656789	-0.0138295572186	-0.00968963531494	0.030709531107	-0.021290105571	-0.0249502883297	-0.0254892349186	-0.0195057577155	-0.0238995389954	-0.0263291572729	0.0769192208511	0.00105034996359	0.00833361070634	-0.0133848177426	-0.0342497737961	0.0134354971885	0.0222649677836	-0.043448412447
2.868	0.0618482147388	0.0707935244904	0.065905553638	0.0606635351612	0.0587694390306	0.0160293888999	-0.0136025822606	-0.00957199075974	0.030850970972	-0.021277479212	-0.0248507627697	-0.0253112563283	-0.0195530266566	-0.0238995586645	-0.0262841267389	0.077001669141	0.00102355864552	0.00827840379755	-0.0134432098113	-0.034256698351	0.0134586945367	0.022295946235	-0.04359054897
