datacolumns 17
datarows 178
time	addmag_r	bicfemlh_r	gaslat_r	gasmed_r	gmax_r	gmed_r	gra_r	perlong_r	recfem_r	sar_r	semimem_r	sol_r	tfl_r	tibant_r	vaslat_r	vasmed_r
2.2	0.103382	0.055669	0.028976	0.081465	0.024622	0.070366	0.019911	0.065282	0.069166	0.014284	0.155895	0.108039	0.009521	0.05003	0.161016	0.236939
2.204	0.106817	0.058889	0.029082	0.092129	0.019347	0.059068	0.018872	0.063229	0.060535	0.013124	0.170876	0.11419	0.008522	0.050494	0.148049	0.205878
2.208	0.11006	0.062387	0.029227	0.102951	0.014768	0.048945	0.017924	0.0609	0.052273	0.011969	0.185307	0.119496	0.007558	0.053992	0.135027	0.176444
2.212	0.113012	0.065984	0.029444	0.11366	0.010857	0.040018	0.017074	0.058485	0.044511	0.010826	0.198969	0.123927	0.006641	0.060482	0.122199	0.148963
2.216	0.11556	0.069497	0.029752	0.123947	0.007577	0.032257	0.016323	0.056141	0.037336	0.009712	0.211623	0.127432	0.005786	0.069881	0.109739	0.123673
2.22	0.117533	0.072741	0.030143	0.13345	0.004886	0.025598	0.015667	0.053974	0.030813	0.008644	0.222937	0.129904	0.005005	0.082052	0.097742	0.100739
2.224	0.118759	0.075522	0.030583	0.141802	0.002737	0.019957	0.015097	0.052051	0.024976	0.007639	0.23258	0.131176	0.004305	0.096779	0.08626	0.080247
2.228	0.119138	0.077643	0.031018	0.148646	0.001081	0.015249	0.0146	0.050411	0.019833	0.006712	0.240211	0.131083	0.003691	0.11377	0.075316	0.062217
2.232	0.118587	0.078929	0.031396	0.153749	0	0.011391	0.014163	0.049074	0.015368	0.00587	0.245412	0.12955	0.003162	0.132641	0.064938	0.046605
2.236	0.117014	0.079238	0.031682	0.156934	0	0.008305	0.013759	0.048019	0.011548	0.005119	0.247741	0.126583	0.002716	0.152887	0.055173	0.033313
2.24	0.114378	0.078493	0.031851	0.158058	0	0.005911	0.013358	0.047171	0.00833	0.004458	0.247053	0.122304	0.002347	0.173862	0.046094	0.022191
2.244	0.110735	0.076721	0.031875	0.156986	0	0.004132	0.012939	0.046424	0.005669	0.003882	0.243571	0.116952	0.002049	0.194765	0.037787	0.013061
2.248	0.106242	0.074051	0.031717	0.153668	0	0.002895	0.012496	0.045651	0.003513	0.003385	0.237756	0.110798	0.001812	0.214675	0.030312	0.005725
2.3	0.036367	0.037931	0.026804	0.040073	0.050593	0.011239	0.008995	0.042202	0	0.001396	0.105077	0.052231	0.001849	0.257339	0	0
2.304	0.032638	0.038003	0.026721	0.033937	0.060185	0.01257	0.008919	0.044642	0.000229	0.001391	0.093849	0.05149	0.002011	0.250054	0	0
2.308	0.029236	0.038386	0.026779	0.028595	0.070675	0.013971	0.008849	0.047824	0.000581	0.00139	0.082917	0.051791	0.002184	0.242165	0	0
2.312	0.026162	0.038983	0.027014	0.024048	0.082025	0.015463	0.008784	0.051827	0.000925	0.001391	0.072382	0.053333	0.002364	0.23375	0	0
2.316	0.023407	0.039699	0.027489	0.020292	0.09421	0.017061	0.008726	0.056697	0.001258	0.001398	0.062345	0.056359	0.002547	0.224907	0	0
2.32	0.020969	0.040468	0.0283	0.017346	0.107191	0.018786	0.008674	0.062451	0.001579	0.001412	0.0529	0.061127	0.002728	0.21568	0	0
2.324	0.018861	0.041247	0.02956	0.015245	0.120891	0.020657	0.008627	0.069084	0.001891	0.001438	0.044132	0.067891	0.002901	0.206207	0.000609	0
2.328	0.0171	0.042017	0.031364	0.014019	0.135191	0.022703	0.008589	0.076581	0.002197	0.00148	0.036115	0.076863	0.003065	0.19669	0.001486	0.000797
2.332	0.015694	0.042767	0.033784	0.013694	0.150004	0.024965	0.008565	0.084915	0.002504	0.001545	0.02889	0.088191	0.003224	0.187275	0.002417	0.001861
2.336	0.014652	0.043488	0.03687	0.014285	0.165323	0.027485	0.008565	0.094001	0.002821	0.001636	0.02248	0.101944	0.003382	0.178008	0.003398	0.002957
2.34	0.013977	0.044203	0.040649	0.015797	0.181195	0.030287	0.008595	0.103765	0.003157	0.001759	0.016887	0.118104	0.003552	0.168923	0.004429	0.004106
2.344	0.013665	0.044953	0.045153	0.018239	0.197654	0.033379	0.008657	0.114219	0.003523	0.001919	0.0121	0.136558	0.003742	0.160097	0.005508	0.005327
2.348	0.013709	0.045779	0.050442	0.021621	0.214657	0.036753	0.008752	0.12549	0.003928	0.002119	0.008094	0.157128	0.003966	0.151581	0.006629	0.006638
2.352	0.014098	0.046694	0.056571	0.025964	0.23202	0.040397	0.008881	0.1378	0.004377	0.002363	0.004836	0.179538	0.004232	0.143331	0.007778	0.008054
2.356	0.01481	0.047685	0.063559	0.031286	0.249572	0.04431	0.009048	0.15143	0.004876	0.002654	0.002288	0.203417	0.004544	0.135304	0.008939	0.009584
2.36	0.015821	0.048714	0.071414	0.037604	0.267146	0.048478	0.009251	0.166637	0.005426	0.002996	0.000409	0.22828	0.004908	0.12758	0.010084	0.011228
2.364	0.017101	0.049722	0.080149	0.044963	0.284471	0.052904	0.009488	0.18366	0.006026	0.003387	0	0.253541	0.005326	0.120442	0.011178	0.012976
2.368	0.018613	0.050631	0.089805	0.053429	0.301247	0.057595	0.009751	0.202714	0.006666	0.003829	0	0.278717	0.0058	0.114261	0.012182	0.014805
2.372	0.020309	0.051356	0.100454	0.063054	0.317006	0.062527	0.010038	0.223912	0.007336	0.004317	0	0.30348	0.006341	0.109351	0.013053	0.016678
2.376	0.022144	0.051826	0.112192	0.073885	0.331326	0.067643	0.010339	0.247296	0.008018	0.004845	0	0.327698	0.006963	0.10591	0.013758	0.018544
2.38	0.024075	0.052012	0.125183	0.086002	0.344007	0.072875	0.010648	0.272955	0.008687	0.005406	0	0.351382	0.007688	0.104025	0.014285	0.020334
2.384	0.026074	0.051911	0.13959	0.099502	0.354988	0.078201	0.010951	0.300944	0.00932	0.00599	0.001289	0.374578	0.008542	0.103677	0.014637	0.021963
2.388	0.028136	0.051536	0.155531	0.114459	0.364088	0.083647	0.011226	0.331172	0.009888	0.006589	0.0033	0.397262	0.009556	0.104753	0.014803	0.023339
2.392	0.030257	0.051004	0.173046	0.130921	0.371005	0.089206	0.011441	0.363411	0.010368	0.007193	0.005846	0.419312	0.010761	0.107045	0.014771	0.024375
2.396	0.032417	0.050528	0.192104	0.148917	0.375413	0.094827	0.011567	0.397349	0.010738	0.00779	0.008945	0.440424	0.012185	0.110288	0.014527	0.025002
2.4	0.034573	0.050371	0.212724	0.16853	0.376767	0.100413	0.011587	0.432551	0.010982	0.00837	0.012617	0.460314	0.013855	0.114215	0.014079	0.025185
2.404	0.03667	0.050765	0.234974	0.189883	0.374488	0.105836	0.011495	0.468626	0.011089	0.008927	0.016879	0.478747	0.015789	0.118621	0.013456	0.024908
2.408	0.038649	0.051927	0.258845	0.213048	0.368273	0.11094	0.011301	0.505253	0.011048	0.009459	0.021751	0.495549	0.017998	0.123315	0.012707	0.024209
2.412	0.040455	0.054032	0.284305	0.237983	0.358113	0.115535	0.011024	0.541983	0.010863	0.009968	0.027252	0.510689	0.020475	0.128108	0.011878	0.023157
2.416	0.042041	0.057198	0.311327	0.264561	0.344188	0.119415	0.01068	0.578289	0.010543	0.010459	0.033383	0.524491	0.0232	0.132808	0.01101	0.02185
2.42	0.04338	0.061485	0.339818	0.292623	0.326916	0.122396	0.010283	0.613371	0.010114	0.010939	0.040124	0.537378	0.026137	0.137194	0.010129	0.020378
2.424	0.044465	0.066896	0.369513	0.321952	0.307034	0.124318	0.009857	0.646222	0.00961	0.01142	0.047421	0.549504	0.029233	0.141071	0.00926	0.018828
2.428	0.045285	0.073377	0.399914	0.352264	0.285356	0.125044	0.00943	0.676183	0.00907	0.011905	0.05518	0.560718	0.032433	0.144331	0.008424	0.017278
2.432	0.045818	0.080814	0.43035	0.383147	0.262692	0.124474	0.009033	0.703084	0.008529	0.012385	0.06326	0.570695	0.03568	0.146971	0.007636	0.015791
2.436	0.046044	0.089055	0.460162	0.414099	0.239713	0.122618	0.008698	0.726848	0.008012	0.012848	0.071469	0.57912	0.038929	0.149004	0.006914	0.01441
2.44	0.045965	0.097927	0.488634	0.444461	0.216902	0.119559	0.008448	0.747548	0.007538	0.013275	0.079556	0.585628	0.042131	0.150385	0.006272	0.013166
2.444	0.045593	0.107223	0.514855	0.473349	0.194528	0.115468	0.008301	0.765378	0.007119	0.013641	0.087224	0.59006	0.045241	0.151113	0.005717	0.012077
2.448	0.044937	0.116725	0.537964	0.499815	0.17278	0.110522	0.008267	0.780534	0.006758	0.013912	0.094164	0.592324	0.048213	0.151258	0.005254	0.011152
2.452	0.044017	0.126251	0.55741	0.522809	0.151833	0.104857	0.008354	0.793016	0.006457	0.01405	0.100149	0.59221	0.050995	0.15087	0.004883	0.010391
2.456	0.04286	0.135625	0.573102	0.541249	0.131862	0.09862	0.008569	0.802832	0.006216	0.014024	0.105069	0.589446	0.053514	0.149951	0.0046	0.009788
2.46	0.041481	0.144677	0.585044	0.55411	0.113059	0.091989	0.008923	0.8101	0.00603	0.013819	0.10892	0.58372	0.055702	0.148511	0.0044	0.009327
2.464	0.039894	0.153225	0.592926	0.560476	0.09561	0.085148	0.009422	0.815053	0.005898	0.013447	0.111763	0.574663	0.057493	0.146632	0.004273	0.008988
2.468	0.038133	0.161186	0.5966	0.559938	0.079655	0.078271	0.010077	0.817843	0.005814	0.012947	0.113758	0.562265	0.058836	0.144462	0.004206	0.008752
2.472	0.036247	0.16857	0.59605	0.552998	0.065297	0.071515	0.010896	0.81869	0.00577	0.012363	0.115078	0.547024	0.059706	0.14209	0.004186	0.008598
2.476	0.034307	0.175352	0.591379	0.540628	0.052585	0.064995	0.01189	0.818084	0.005756	0.011737	0.115824	0.52955	0.060094	0.139532	0.004198	0.008505
2.48	0.032387	0.181406	0.582522	0.523857	0.041509	0.058772	0.013063	0.81631	0.005757	0.011108	0.116011	0.510361	0.059986	0.136774	0.004229	0.008451
2.484	0.030567	0.186544	0.569238	0.503699	0.03203	0.052881	0.01441	0.813408	0.005757	0.010509	0.1156	0.489684	0.05936	0.133783	0.004265	0.008415
2.488	0.028917	0.190546	0.551569	0.481023	0.024068	0.047353	0.015919	0.809225	0.005743	0.00996	0.114541	0.46771	0.05818	0.130506	0.004299	0.008383
2.492	0.027483	0.193174	0.529898	0.456463	0.017511	0.042209	0.017575	0.803512	0.005705	0.009473	0.112772	0.444888	0.056432	0.126921	0.004323	0.008342
2.496	0.02628	0.194135	0.504786	0.430442	0.01222	0.037465	0.019355	0.795564	0.005637	0.009052	0.110203	0.421666	0.054097	0.123021	0.00433	0.008276
2.5	0.025301	0.193161	0.47666	0.403305	0.008042	0.033124	0.021228	0.784086	0.005529	0.008691	0.106715	0.398411	0.051168	0.118828	0.004313	0.00817
2.504	0.024522	0.190047	0.446069	0.375481	0.004829	0.029173	0.023146	0.76779	0.005371	0.008379	0.1022	0.375273	0.047705	0.114407	0.004266	0.008009
2.508	0.023904	0.184699	0.413655	0.347351	0.002445	0.025604	0.025038	0.746487	0.005158	0.008097	0.096652	0.352042	0.043818	0.109824	0.004187	0.007783
2.512	0.023417	0.177184	0.380269	0.319126	0.000771	0.022421	0.026818	0.721114	0.004886	0.007828	0.090174	0.328427	0.039669	0.105163	0.004074	0.007489
2.516	0.023037	0.167631	0.346632	0.290939	0	0.019644	0.028385	0.692638	0.004562	0.007557	0.082966	0.30443	0.035404	0.10055	0.003933	0.007135
2.52	0.022754	0.15631	0.313153	0.262939	0	0.017277	0.029662	0.66162	0.004193	0.007273	0.075255	0.280191	0.031155	0.096099	0.003766	0.006734
2.524	0.022551	0.143604	0.28006	0.23519	0	0.015309	0.030603	0.628407	0.003792	0.006966	0.067306	0.255762	0.027039	0.091835	0.003581	0.0063
2.528	0.022404	0.129987	0.247561	0.207764	0	0.013711	0.031203	0.59332	0.00337	0.006631	0.059369	0.231189	0.023146	0.087731	0.003384	0.005845
2.532	0.022283	0.115954	0.21605	0.181034	0	0.012444	0.031492	0.556971	0.002942	0.006268	0.051663	0.20669	0.019542	0.083745	0.003184	0.00538
2.536	0.022172	0.101975	0.186049	0.155521	0.000412	0.011459	0.031509	0.519909	0.00252	0.005891	0.044348	0.182568	0.016272	0.079823	0.002985	0.004917
2.54	0.022056	0.088421	0.157977	0.131638	0.001268	0.010701	0.031315	0.482604	0.002123	0.005519	0.037542	0.159163	0.01336	0.075939	0.002793	0.004468
2.544	0.021934	0.075582	0.132157	0.10968	0.002223	0.010125	0.031002	0.445537	0.001767	0.005175	0.031322	0.136822	0.010817	0.072131	0.00261	0.004042
2.548	0.021836	0.063671	0.10879	0.089817	0.003228	0.009698	0.030661	0.408952	0.001471	0.004896	0.025737	0.115867	0.008636	0.068418	0.00244	0.003647
2.552	0.021785	0.052832	0.087965	0.072115	0.004239	0.009403	0.030367	0.372776	0.001252	0.004727	0.020807	0.09655	0.006806	0.064787	0.002283	0.003288
2.556	0.021794	0.043147	0.069668	0.056561	0.005222	0.009231	0.030177	0.336793	0.001132	0.004718	0.01653	0.079047	0.005306	0.061243	0.002141	0.002966
2.56	0.021863	0.034644	0.053802	0.043082	0.006147	0.009172	0.030123	0.300948	0.00113	0.004925	0.012884	0.063447	0.004112	0.057853	0.002018	0.002684
2.564	0.021977	0.027306	0.040237	0.031585	0.006996	0.009207	0.030227	0.265492	0.001269	0.005398	0.009832	0.049772	0.003193	0.054804	0.001914	0.002444
2.568	0.022112	0.021081	0.028851	0.021959	0.007758	0.009314	0.030497	0.230989	0.001577	0.006191	0.00733	0.038005	0.002517	0.052392	0.001832	0.002244
2.572	0.022236	0.015897	0.019511	0.014079	0.008426	0.009465	0.03095	0.19818	0.002081	0.007356	0.005322	0.028088	0.002046	0.050935	0.001774	0.002085
