datacolumns 17
datarows 138
time	addmag_r	bicfemlh_r	gaslat_r	gasmed_r	gmax_r	gmed_r	gra_r	perlong_r	recfem_r	sar_r	semimem_r	sol_r	tfl_r	tibant_r	vaslat_r	vasmed_r
2.78 0.10776 0.033108 0.004584 0.005514 0.019256 0.059362 0.113606 0.01405 0.002782 0.016113 0.034352 0.002336 0.00352 0.0665 0.001781 0.00115
2.784 0.111522 0.034735 0.004471 0.006172 0.019762 0.07077 0.113889 0.013459 0.00278 0.016552 0.034919 0.001993 0.003796 0.062055 0.001774 0.001131
2.788 0.115624 0.036396 0.004363 0.006973 0.020315 0.0834 0.113282 0.012842 0.002785 0.016835 0.035627 0.001666 0.004281 0.057745 0.001769 0.001119
2.792 0.119757 0.03808 0.004249 0.007937 0.020926 0.09711 0.111449 0.012201 0.002796 0.016941 0.036488 0.001363 0.004914 0.053533 0.00177 0.001112
2.796 0.123587 0.039745 0.004112 0.009081 0.021602 0.111658 0.108221 0.011531 0.002816 0.016871 0.037495 0.001093 0.005638 0.049349 0.001778 0.00111
2.8 0.126873 0.041333 0.003941 0.010421 0.022342 0.12669 0.10367 0.010834 0.002845 0.016641 0.038621 0.000865 0.006411 0.045125 0.001797 0.001113
2.804 0.129539 0.042777 0.00373 0.011969 0.023131 0.141744 0.098059 0.010126 0.002886 0.016264 0.039827 0.000695 0.007197 0.040828 0.001832 0.00112
2.808 0.131528 0.043995 0.003484 0.013728 0.023944 0.156299 0.0917 0.009432 0.002937 0.015765 0.041053 0.000597 0.007967 0.0365 0.001891 0.001133
2.812 0.132839 0.044895 0.00321 0.015692 0.024755 0.169785 0.084917 0.00878 0.002999 0.015172 0.04224 0.000592 0.008696 0.032218 0.001982 0.001154
2.816 0.133467 0.045365 0.002914 0.017842 0.025534 0.181694 0.078029 0.008196 0.003072 0.014508 0.04332 0.000698 0.009353 0.028056 0.002112 0.001187
2.82 0.133387 0.045268 0.002602 0.02014 0.026251 0.19163 0.071275 0.007706 0.003155 0.013793 0.04422 0.000938 0.009912 0.024081 0.00229 0.001239
2.824 0.132576 0.044524 0.002276 0.022536 0.026885 0.19928 0.064823 0.007333 0.003251 0.013034 0.044861 0.001336 0.010362 0.020355 0.002521 0.001318
2.828 0.130961 0.043129 0.001941 0.024964 0.027421 0.204354 0.0588 0.007091 0.00336 0.01224 0.045165 0.001915 0.010703 0.016931 0.002812 0.00143
2.832 0.12844 0.041119 0.001599 0.027368 0.02784 0.206501 0.053287 0.006992 0.003481 0.011422 0.045051 0.002702 0.010933 0.013843 0.003167 0.001586
2.836 0.124944 0.038563 0.001254 0.029726 0.028151 0.205363 0.048304 0.007041 0.003617 0.010598 0.044435 0.003722 0.011057 0.011106 0.003591 0.001795
2.84 0.120541 0.035577 0.000911 0.03203 0.028404 0.200861 0.043833 0.007236 0.003768 0.009788 0.043232 0.005004 0.011075 0.008722 0.00409 0.002069
2.844 0.11534 0.032325 0.000574 0.034303 0.028647 0.193356 0.039857 0.007572 0.003935 0.009015 0.041433 0.006588 0.010999 0.00668 0.004666 0.002417
2.848 0.109511 0.028947 0.000254 0.036642 0.028942 0.183538 0.036361 0.008034 0.00412 0.008291 0.039092 0.008526 0.010843 0.004963 0.00532 0.002851
2.852 0.103267 0.025575 0.0 0.039208 0.02935 0.17219 0.033322 0.008603 0.004321 0.007624 0.036374 0.010876 0.010624 0.003548 0.006046 0.003377
2.856 0.096794 0.02234 0.0 0.042162 0.029919 0.160051 0.030736 0.009258 0.004535 0.007015 0.033555 0.013692 0.010349 0.002412 0.006836 0.004003
2.86 0.090309 0.019362 0.0 0.045636 0.030689 0.147783 0.028597 0.009979 0.00476 0.006469 0.030913 0.017018 0.010026 0.001528 0.007679 0.004732
2.864 0.084004 0.016743 0.0 0.049726 0.031687 0.135896 0.026889 0.010742 0.004994 0.00599 0.028709 0.020886 0.009669 0.000874 0.00856 0.005567
2.868 0.078012 0.014569 0.0 0.054483 0.032918 0.124744 0.025579 0.011522 0.005233 0.005579 0.027193 0.025311 0.009299 0.000432 0.009458 0.006502
2.872 0.072414 0.012917 0.000365 0.059922 0.034368 0.114557 0.02461 0.012303 0.005474 0.005237 0.026595 0.030292 0.008939 0.000197 0.010348 0.007529
