datacolumns 8
datarows 95
time	gaslat_r	gasmed_r	perbrev_r	perlong_r	perter_r	sol_r	tibant_r
2.708	-0.0455269194878	-0.0445003778558	0.00324130983219	-0.00573202192555	0.0165134901048	-0.0444326421129	0.0393471432818
2.712	-0.0429529081635	-0.0416239459288	-0.00385360848932	-0.00899193213941	0.0220013538736	-0.0439124915661	0.0337542645383
2.716	-0.0428825969638	-0.0415498514013	-0.0042572041004	-0.0093559876041	0.0221221836853	-0.0438435625118	0.0337578954769
2.72	-0.0427934200659	-0.0414568706283	-0.00461934159674	-0.00966716650096	0.0222256400873	-0.0437608438109	0.0337326354992
2.724	-0.0426832633796	-0.0413429550767	-0.00493845171057	-0.00993039507605	0.0223062233456	-0.0436631528235	0.0336742658545
2.728	-0.0425494576747	-0.0412055246873	-0.00521191248289	-0.0101486765183	0.0223574239874	-0.0435489792453	0.0335778775767
2.732	-0.0423922545321	-0.0410449177954	-0.00544223245281	-0.0103281497483	0.0223769853664	-0.0434185911995	0.0334440620935
2.736	-0.0421690814407	-0.0408174782583	-0.00572426918908	-0.0105443747041	0.022383051893	-0.0432338801846	0.0332465106614
2.74	-0.0419641700664	-0.040609911888	-0.00587194967459	-0.0106560720422	0.0223340695254	-0.0430698318729	0.0330401146701
2.744	-0.0417451377333	-0.0403887359148	-0.00598302116869	-0.0107398722779	0.0222582682565	-0.0428960107215	0.0328119178684
2.748	-0.0415159359919	-0.040157941436	-0.00605952642279	-0.0107975168845	0.022160126751	-0.0427151143331	0.0325683532851
2.752	-0.0412820267997	-0.0399229875249	-0.00610506945443	-0.0108315120056	0.0220460969269	-0.0425309357795	0.0323175795781
2.756	-0.0410492633713	-0.039689682056	-0.00612436810699	-0.0108450008964	0.0219231743226	-0.0423476288746	0.0320677660045
2.76	-0.0408249251897	-0.0394652290193	-0.00612263156591	-0.0108415191424	0.0217987666933	-0.0421706233494	0.0318279199573
2.764	-0.0406180052957	-0.0392585055645	-0.00610689784016	-0.010826277734	0.0216810601559	-0.0420068292597	0.031608349247
