datacolumns 17
datarows 133
time	addmag_r	bicfemlh_r	gaslat_r	gasmed_r	gmax_r	gmed_r	gra_r	perlong_r	recfem_r	sar_r	semimem_r	sol_r	tfl_r	tibant_r	vaslat_r	vasmed_r
3.348 0.071416 0.063067 0.008177 0.02158 0.029066 0.093956 0.061646 0.006868 0.002287 0.007737 0.100573 0.003939 0.002929 0.013293 0.002935 0.002115
3.352 0.07096 0.063297 0.008686 0.0238 0.02821 0.097126 0.064537 0.007141 0.002281 0.007168 0.100763 0.004724 0.003133 0.012295 0.003077 0.002141
3.356 0.070861 0.063802 0.009296 0.02622 0.027034 0.100166 0.066659 0.00744 0.002275 0.006725 0.101065 0.005678 0.003351 0.011392 0.003229 0.002173
3.36 0.070941 0.064587 0.010006 0.028836 0.025617 0.102938 0.06771 0.007763 0.00227 0.006382 0.101439 0.006812 0.003572 0.010574 0.003386 0.002208
3.364 0.071035 0.065613 0.010804 0.031618 0.024028 0.105352 0.067548 0.008106 0.002266 0.006109 0.10179 0.008131 0.003787 0.009829 0.003538 0.002241
3.368 0.071044 0.066805 0.011673 0.034502 0.022318 0.107397 0.066168 0.008466 0.002263 0.00587 0.102044 0.009636 0.003992 0.009152 0.00368 0.002268
3.372 0.07097 0.06809 0.012587 0.0374 0.020539 0.109197 0.063633 0.008845 0.002263 0.00564 0.10226 0.01132 0.00419 0.008538 0.003807 0.002285
3.376 0.070822 0.069417 0.013512 0.040209 0.018745 0.110875 0.060131 0.00925 0.002267 0.005402 0.102531 0.013175 0.004389 0.007978 0.003921 0.002293
3.38 0.070573 0.070739 0.014408 0.042807 0.016995 0.112517 0.055888 0.009685 0.002276 0.005151 0.102883 0.015196 0.004594 0.007463 0.004026 0.002291
3.384 0.070146 0.07198 0.01524 0.045108 0.01534 0.114135 0.051124 0.01015 0.00229 0.004893 0.103292 0.017388 0.004811 0.006984 0.004125 0.00228
3.388 0.069446 0.073011 0.015987 0.047134 0.01382 0.115675 0.046061 0.010643 0.002312 0.004633 0.103687 0.01976 0.005042 0.006534 0.004219 0.00226
3.392 0.0684 0.073657 0.016622 0.04897 0.012455 0.11704 0.040897 0.011153 0.002342 0.004384 0.103967 0.022309 0.005285 0.006102 0.004308 0.002232
3.396 0.066941 0.073755 0.017107 0.05074 0.011254 0.118156 0.035783 0.011665 0.002382 0.004153 0.104002 0.02501 0.005533 0.005679 0.004391 0.002195
3.4 0.065018 0.073178 0.01739 0.052527 0.010221 0.119001 0.030835 0.012156 0.00243 0.003944 0.103652 0.027819 0.005781 0.005249 0.004467 0.002148
3.404 0.062593 0.071862 0.017417 0.054371 0.009354 0.119597 0.026139 0.012602 0.002484 0.003761 0.102804 0.030677 0.006026 0.004796 0.004529 0.002086
3.408 0.059639 0.069813 0.017137 0.056307 0.008653 0.119992 0.021758 0.012975 0.00254 0.003604 0.101373 0.033524 0.006267 0.004304 0.004572 0.00201
3.412 0.056153 0.06705 0.016558 0.058457 0.008114 0.120246 0.017726 0.013263 0.002599 0.003472 0.099413 0.036317 0.006501 0.003771 0.004589 0.001917
3.416 0.052247 0.063725 0.015762 0.061022 0.007735 0.120362 0.014059 0.013484 0.002655 0.003364 0.097185 0.039101 0.006719 0.003221 0.004577 0.001814
3.42 0.048123 0.060087 0.014859 0.064219 0.007512 0.120339 0.010764 0.013663 0.002707 0.003277 0.094987 0.042003 0.006909 0.002696 0.004529 0.001702
3.424 0.043978 0.056379 0.01396 0.068275 0.007438 0.12023 0.00784 0.013822 0.002749 0.003207 0.093064 0.045158 0.007057 0.002246 0.004444 0.001588
3.428 0.039994 0.052809 0.013173 0.073417 0.007501 0.120065 0.005282 0.013981 0.002779 0.003149 0.091638 0.048665 0.007151 0.001924 0.004321 0.001472
3.432 0.03633 0.049556 0.012597 0.079838 0.007689 0.119918 0.003088 0.014158 0.002795 0.003098 0.090945 0.052582 0.007192 0.001783 0.004171 0.001358
3.436 0.033137 0.046771 0.012319 0.08769 0.00798 0.119859 0.001254 0.014362 0.002798 0.003047 0.091245 0.056919 0.007189 0.001878 0.004011 0.00125
3.44 0.030545 0.04457 0.012425 0.097101 0.008349 0.119891 0.0 0.014596 0.002791 0.002995 0.092784 0.061679 0.007152 0.002267 0.003858 0.00115
3.444 0.028657 0.043042 0.012995 0.108214 0.00877 0.119961 0.0 0.014863 0.00278 0.002941 0.095739 0.066896 0.007088 0.003014 0.003728 0.001063
3.448 0.02755 0.042258 0.014109 0.12117 0.00921 0.119959 0.0 0.015178 0.002767 0.002888 0.100176 0.072609 0.007001 0.004194 0.003633 0.000993
3.452 0.027278 0.042268 0.015842 0.136024 0.00964 0.119805 0.0 0.01556 0.002757 0.002837 0.106052 0.078807 0.006892 0.005886 0.003584 0.000941
3.456 0.027874 0.043094 0.018263 0.152719 0.010034 0.119434 0.0 0.016031 0.002751 0.002789 0.113228 0.08544 0.006758 0.008176 0.003589 0.000914
3.46 0.029356 0.044723 0.021429 0.171105 0.010372 0.118781 0.0 0.016609 0.002749 0.002747 0.121515 0.092412 0.006602 0.011155 0.003652 0.000915
3.464 0.031747 0.047099 0.025388 0.19093 0.010635 0.117744 0.0 0.017324 0.002751 0.002709 0.130697 0.099575 0.006426 0.014922 0.003778 0.000949
3.468 0.035068 0.050143 0.030186 0.211876 0.01081 0.116116 0.000304 0.018209 0.002756 0.002673 0.140566 0.106781 0.006226 0.019585 0.003968 0.001023
3.472 0.03934 0.05376 0.035881 0.233601 0.010878 0.113691 0.002196 0.019304 0.002764 0.002639 0.150901 0.114007 0.005997 0.025271 0.004223 0.001144
3.476 0.044588 0.057827 0.042539 0.255726 0.010823 0.110389 0.004657 0.020656 0.002772 0.002604 0.161407 0.121389 0.005736 0.032108 0.004546 0.001322
3.48 0.050845 0.062238 0.050214 0.277881 0.010638 0.106178 0.007746 0.022304 0.00278 0.002565 0.171762 0.129089 0.005443 0.040226 0.004941 0.001567
3.484 0.05813 0.066905 0.05892 0.299861 0.010333 0.101107 0.011525 0.024279 0.002789 0.002519 0.181675 0.137181 0.005119 0.049743 0.005416 0.001892
3.488 0.066449 0.071733 0.06863 0.321543 0.009935 0.095283 0.016062 0.026608 0.002797 0.002459 0.190945 0.145697 0.004773 0.060751 0.005982 0.002318
3.492 0.075769 0.076606 0.079281 0.342845 0.009477 0.08886 0.02142 0.029305 0.002806 0.002381 0.1993 0.154618 0.004415 0.073299 0.006665 0.002868
3.496 0.086039 0.081413 0.090777 0.363717 0.009001 0.08198 0.027651 0.032373 0.002821 0.002274 0.206285 0.163832 0.004057 0.087387 0.007498 0.00358
3.5 0.097237 0.086095 0.103001 0.384024 0.00855 0.074789 0.034782 0.035804 0.002844 0.00213 0.211344 0.173099 0.003711 0.102967 0.008523 0.004499
3.504 0.109378 0.09063 0.115764 0.403473 0.008163 0.067459 0.042818 0.039568 0.002879 0.001936 0.214208 0.182064 0.003391 0.119916 0.009794 0.005672
3.508 0.122487 0.095007 0.128806 0.421795 0.007903 0.060182 0.051732 0.043614 0.002929 0.001682 0.215149 0.190436 0.003113 0.13803 0.011366 0.007158
3.512 0.136521 0.0992 0.141895 0.438857 0.00784 0.053233 0.061451 0.047906 0.003 0.001358 0.214808 0.198017 0.002904 0.157029 0.013288 0.009021
3.516 0.151357 0.10313 0.154913 0.454452 0.008066 0.046918 0.071845 0.052469 0.003104 0.00096 0.213746 0.204738 0.002797 0.176631 0.015605 0.011338
3.52 0.166859 0.10668 0.167804 0.468385 0.008686 0.04156 0.08272 0.057373 0.003257 0.000484 0.212367 0.210497 0.002824 0.196618 0.018356 0.0142
3.524 0.182812 0.109705 0.180438 0.480796 0.00982 0.037487 0.09385 0.062704 0.003478 0.0 0.210881 0.215151 0.003024 0.216779 0.021574 0.017713
3.528 0.198922 0.112041 0.192623 0.49192 0.011595 0.035041 0.105034 0.068574 0.003793 0.0 0.209327 0.218607 0.00344 0.236875 0.025299 0.021982
3.532 0.215012 0.113543 0.204109 0.501886 0.014137 0.034569 0.116144 0.075112 0.00423 0.0 0.207667 0.22085 0.00413 0.256608 0.029592 0.027122
3.536 0.231176 0.114164 0.214659 0.510809 0.017565 0.036409 0.127041 0.082421 0.004816 0.0 0.205862 0.22194 0.00516 0.275733 0.034523 0.033244
3.54 0.247708 0.113961 0.224219 0.51877 0.021998 0.040871 0.137584 0.09056 0.005584 0.0 0.204004 0.222037 0.006603 0.294176 0.040186 0.040455
