datacolumns 24
datarows 102
time	addbrev_r	addlong_r	addmag1_r	addmag2_r	addmag3_r	bicfemlh_r	gmax1_r	gmax2_r	gmax3_r	gmed1_r	gmed2_r	gmed3_r	gmin1_r	gmin2_r	gmin3_r	gra_r	illiacus_r	psoas_r	recfem_r	sar_r	semimem_r	semiten_r	tfl_r
3.476	0.0604949845916	0.0716586477003	0.0632575221615	0.0595334080812	0.0594684924647	0.0148760982417	-0.0170200594253	-0.0124958045586	0.0278958502129	-0.0207122285982	-0.0261285482691	-0.0278453567386	-0.0183493081335	-0.0236837883789	-0.0271569409995	0.0779653332994	0.00249408707962	0.0099088070075	-0.013133798224	-0.0359443855624	0.0133084335197	0.021962526534	-0.0433404631421
3.48	0.0605063096758	0.0714656084079	0.0635746923189	0.0598345041598	0.0596280038397	0.0150564837697	-0.0167467655338	-0.0122886905349	0.0282334966552	-0.0208882042796	-0.0261247963892	-0.0276740711457	-0.0186050820184	-0.0238390650223	-0.0272018881226	0.0780312468273	0.00235860003302	0.00972079741231	-0.0132388650431	-0.0358917867651	0.0133704919296	0.0220488376069	-0.0436462875149
3.484	0.0605071614618	0.071280808973	0.0638609167246	0.0601153729997	0.0597836210163	0.0152253116829	-0.0164787119304	-0.0120947962423	0.028546955772	-0.0210339761768	-0.0261038700047	-0.0274987122748	-0.0188283973213	-0.023969670304	-0.0272316940313	0.0780977581416	0.00223760995842	0.00955146753328	-0.0133406152213	-0.0358531665301	0.0134305962503	0.0221309665203	-0.0439303425858
3.488	0.0604982847695	0.0711051257348	0.0641167993662	0.0603759953174	0.0599353903768	0.0153823543952	-0.0162152728068	-0.0119133716288	0.0288356352517	-0.0211498328152	-0.0260657249089	-0.0273189876894	-0.0190194922047	-0.0240756543544	-0.0272463090964	0.0781647553429	0.00213064826727	0.00940015360171	-0.0134388978331	-0.0358285618365	0.0134886767654	0.0222088843554	-0.0441928511657
3.492	0.0604799217632	0.0709392731604	0.0643425862357	0.0606164427303	0.060083774627	0.0155272155944	-0.0159567349755	-0.0117444643079	0.0290984676955	-0.0212362416725	-0.0260108769821	-0.0271353328223	-0.0191786792441	-0.0241573347595	-0.0272461450954	0.0782324768566	0.00203761452211	0.00926652983462	-0.0135335130786	-0.0358183556907	0.0135446132254	0.0222824769073	-0.0444344190483
3.496	0.0604526935062	0.070783286204	0.064539853798	0.0608376631194	0.0602293045793	0.0156601864423	-0.0157015623748	-0.0115867301839	0.0293359660246	-0.0212938820906	-0.0259391106774	-0.0269467620278	-0.0193068623695	-0.0242151205733	-0.0272311622227	0.0783009272706	0.00195777735121	0.00914954061586	-0.0136245039017	-0.0358223802457	0.0135984354129	0.0223518795892	-0.0446561200291
3.5	0.0604171917572	0.0706367664329	0.0647106312454	0.0610410434716	0.060372659428	0.0157818622993	-0.0154479371807	-0.0114386159704	0.0295492742042	-0.0213237314265	-0.0258502376927	-0.026752071467	-0.0194053581582	-0.024249687393	-0.0272013981315	0.078370144888	0.00189022745771	0.00904790575682	-0.0137120691803	-0.0358402986775	0.0136502468069	0.022417335132	-0.0448594016708
3.504	0.060373878812	0.0704990341184	0.0648570463281	0.0612281731019	0.0605146233579	0.0158929879903	-0.0151942105958	-0.01129870118	0.0297398071863	-0.021327001398	-0.0257442598606	-0.0265501728302	-0.0194757364881	-0.0242619396957	-0.0271570596142	0.0784402359577	0.00183403204622	0.0089603084799	-0.0137965071377	-0.0358717394745	0.0137001988099	0.0224791435788	-0.0450459341899
3.508	0.06032344304	0.0703691394333	0.0649816867299	0.0614008741445	0.060655761442	0.0159946240509	-0.0149390496287	-0.0111655443005	0.029909650175	-0.021305616088	-0.0256216965584	-0.0263403176574	-0.0195202668574	-0.0242533697481	-0.0270987392703	0.0785110782831	0.00178795426154	0.0088851313282	-0.0138782004924	-0.035915878999	0.0137485029304	0.0225377093463	-0.0452175500809
3.512	0.0602665641038	0.0702459923781	0.0650871854874	0.0615610073334	0.0607965714304	0.0160879279613	-0.0146810374837	-0.0110376509655	0.0300611292092	-0.0212615125063	-0.0254830023691	-0.026121644524	-0.0195412633589	-0.0242254768611	-0.0270269772624	0.0785824937492	0.00175072454023	0.00882074021749	-0.013957578795	-0.0359717940417	0.0137953901935	0.0225934643606	-0.0453760336346
3.516	0.0602043918264	0.0701286330885	0.0651763759874	0.0617102297133	0.0609368431608	0.0161741601962	-0.014421048088	-0.0109144696776	0.0301968014411	-0.0211983394918	-0.0253306691941	-0.0258954760954	-0.0195423647348	-0.024181221154	-0.0269437431902	0.0786538405194	0.00172079102792	0.00876530340365	-0.0140349133876	-0.0360377693115	0.013841042133	0.0226468233436	-0.0455231443339
3.52	0.0601389376267	0.0700157679241	0.0652534471401	0.061850688791	0.061075803683	0.0162552140733	-0.014157960919	-0.0107937829191	0.0303209418542	-0.0211198165625	-0.0251662654833	-0.0256616035216	-0.019527646328	-0.0241234764221	-0.0268503269199	0.0787238408635	0.00169582754882	0.00871621271201	-0.0141106226856	-0.0361110511964	0.0138856944488	0.022698365147	-0.0456604141387
3.524	0.0600728398302	0.069906552755	0.0653226490408	0.0619840561823	0.061211763351	0.0163328603196	-0.0138926822709	-0.0106741470469	0.0304378042449	-0.0210309703068	-0.0249930865879	-0.0254218275375	-0.0195021079705	-0.0240562257257	-0.0267491792357	0.0787906654048	0.00167333548833	0.00867082428686	-0.0141848077683	-0.0361880049944	0.0139294000405	0.0227485021202	-0.0457889229023
3.528	0.0600099025487	0.0698004170474	0.0653892399485	0.0621118955754	0.0613419347113	0.0164090649691	-0.0136250921109	-0.010552914083	0.0305527254103	-0.0209370404085	-0.0248140824448	-0.0251773536977	-0.0194710919121	-0.023983486863	-0.0266423950359	0.0788516290959	0.00165021778196	0.00862600406892	-0.0142573620114	-0.0362636534684	0.013972017814	0.022797527912	-0.0459088845109
3.532	0.0599550859877	0.069697112123	0.0654594528544	0.0622356847405	0.0614624343886	0.0164859647541	-0.0133551612096	-0.0104268387238	0.0306719999695	-0.0208441668862	-0.0246328364686	-0.0249298975293	-0.0194408091554	-0.0239099686521	-0.0265324549809	0.0789032064682	0.00162279934633	0.00857814720097	-0.0143279223267	-0.0363315675548	0.0140131811786	0.0228455902526	-0.0460198944164
3.536	0.0599144326201	0.0695969127469	0.0655401949511	0.0623565234418	0.0615682344258	0.016565544774	-0.0130821014633	-0.0102917420291	0.0308024736885	-0.0207584700787	-0.0244526368209	-0.0246808376326	-0.0194175176097	-0.0238402582812	-0.0264214997077	0.0789410578729	0.00158709038223	0.00852346013632	-0.0143957172861	-0.0363839971278	0.0140521336481	0.0228924837632	-0.0461204289212
3.54	0.0598947038742	0.0695006311499	0.0656385845658	0.0624749500791	0.0616533161373	0.0166493679638	-0.012804958482	-0.0101430612792	0.0309509652372	-0.0206860008877	-0.0242767552046	-0.0244316794489	-0.0194073727932	-0.023778836171	-0.0263115419667	0.0789601847144	0.00153911226625	0.00845825861979	-0.0144594632327	-0.0364121203978	0.014087625731	0.0229375005927	-0.046207914456
3.544	0.059903172983	0.069409576806	0.0657616717924	0.0625906953994	0.0617105998662	0.016738313839	-0.0125223787433	-0.00997586401639	0.0311239010814	-0.0206323461555	-0.0241080960288	-0.0241837481599	-0.0194160493304	-0.0237297210531	-0.0262041831455	0.0789548693134	0.00147513242545	0.00837916798276	-0.0145172174264	-0.0364060826658	0.0141177499229	0.022979221118	-0.0462785131362
