datacolumns 14
datarows 79
time	bicfemlh_r	bicfemsh_r	gaslat_r	gasmed_r	gra_r	recfem_r	sar_r	semimem_r	semiten_r	tfl_r	vasint_r	vaslat_r	vasmed_r
3.5	-0.0507907462007	-0.0405004270302	-0.0131936174457	-0.0145745526967	-0.0356337215165	0.0439914124667	-0.0150772066788	-0.0459877380137	-0.0515370731497	0.00822217417662	0.0397054750836	0.038106918781	0.0379453252912
3.504	-0.0494069668721	-0.0388611457568	-0.0131447803642	-0.0143181348473	-0.0351674256234	0.045015151022	-0.0143872514133	-0.0456496272505	-0.051416192802	0.00859743937027	0.0404606886544	0.0391109167451	0.0387926891714
3.508	-0.0480055607145	-0.0372261634349	-0.0130386493595	-0.014019179217	-0.0346548084804	0.0459484838053	-0.0136927524502	-0.0452444498664	-0.0512081862437	0.00898053908163	0.041150458493	0.0400376621342	0.0395756729216
3.512	-0.04661695525	-0.0356268681054	-0.0123991512102	-0.0137766067644	-0.0341128845837	0.0467849440788	-0.0130106483628	-0.0447903507941	-0.0509305970587	0.00935626366211	0.0417700208414	0.0408785508621	0.0402870177658
3.516	-0.0452737956233	-0.0340963762084	-0.0128090993272	-0.0139511981619	-0.0335608215725	0.0475205581562	-0.0123579712091	-0.0443079709547	-0.0506038129793	0.00971048238248	0.0423163291317	0.0416271015548	0.0409212008777
3.52	-0.0440089726534	-0.0326692684834	-0.0131556047415	-0.0140902601182	-0.0330187924969	0.0481568138367	-0.0117533747228	-0.0438193216853	-0.0502500015621	0.010026615479	0.0427914468704	0.042283336953	0.0414781897704
3.524	-0.0428568555554	-0.0313966771248	-0.0134991848079	-0.0142502611357	-0.0325079138232	0.0487157777728	-0.0112357670724	-0.0433478370651	-0.0498926931774	0.0102541697468	0.0432226660068	0.0428788629314	0.0419849915307
3.528	-0.041847835476	-0.0303036428738	-0.0138303974435	-0.0144233705092	-0.0320479683423	0.0491954139019	-0.0108103355086	-0.0429153044309	-0.049554308696	0.0104014713077	0.0436061028416	0.0434080747161	0.0424362172438
3.532	-0.041007954494	-0.0294050411419	-0.0141249200458	-0.0145878872577	-0.0316563677164	0.0495887523508	-0.0104730423116	-0.0425412839126	-0.0492553208774	0.0104909007765	0.0439299722162	0.0438554283915	0.0428180336762
3.536	-0.0403591746175	-0.0287130582564	-0.0143638333948	-0.0147268381651	-0.0313480761149	0.0498910384778	-0.0102205391825	-0.0422426572973	-0.0490135160634	0.010541243845	0.0441844068771	0.0442074169314	0.0431185718364
3.54	-0.0399148770883	-0.0282330914019	-0.0145350761616	-0.0148288970433	-0.0311328464801	0.0501011022921	-0.0100489198744	-0.042031139829	-0.0488416605045	0.0105671089781	0.0443633221272	0.0444553467823	0.0433302674383
3.544	-0.0396794385441	-0.0279638416871	-0.0146329501046	-0.0148880345181	-0.031014480378	0.0502207568148	-0.0099538619047	-0.0419127108966	-0.0487467678829	0.0105784819389	0.0444645241801	0.0445957719481	0.0434501575474
3.548	-0.0396454795142	-0.0278949234861	-0.0146581999293	-0.0149033791028	-0.0309903625756	0.0502553413014	-0.00992966794286	-0.0418860870453	-0.048728767492	0.0105810381158	0.0444905219499	0.0446318696183	0.0434809740681
3.552	-0.0397951819277	-0.0280079485859	-0.0146168320756	-0.0148782579322	-0.0310519004327	0.0502130373969	-0.00996937499411	-0.0419435149406	-0.0487812299286	0.0105767705513	0.0444479057641	0.0445727026749	0.0434304627731
3.556	-0.0401011370747	-0.0282767579147	-0.0145193221749	-0.014819430709	-0.0311851568475	0.0501048330672	-0.010064417661	-0.0420715803008	-0.0488922920108	0.0105650543842	0.0443469650395	0.0444326634167	0.0433109000372
