datacolumns 8
datarows 79
time	gaslat_r	gasmed_r	perbrev_r	perlong_r	perter_r	sol_r	tibant_r
3.5	-0.0449819705155	-0.0437036720547	-0.00548949273929	-0.0102458516661	0.0244955681928	-0.0449383444808	0.0380483904936
3.504	-0.0448232257207	-0.0435353003009	-0.00585499331637	-0.010464697377	0.0248523544991	-0.0447954695514	0.0379771915629
3.508	-0.044652199051	-0.0433549745656	-0.00618329589016	-0.0106590917398	0.025181142576	-0.0446396189485	0.0378778417667
3.512	-0.0444708882098	-0.0431648028804	-0.00647606107004	-0.0108312309547	0.0254739304843	-0.0444734299892	0.0377482201282
3.516	-0.04428181806	-0.0429673762852	-0.00673601180577	-0.0109837878558	0.0257236949226	-0.0443003332316	0.0375874993396
3.52	-0.0440885265676	-0.0427662714525	-0.00696571990574	-0.0111192766601	0.0259236021646	-0.0441250353529	0.0373966353445
3.524	-0.043894992187	-0.0425654916953	-0.00716841948825	-0.0112402259237	0.026071189106	-0.0439521984697	0.0371803589766
3.528	-0.0437057812902	-0.0423696048684	-0.00734642670607	-0.0113485823782	0.0261648190965	-0.0437872019072	0.0369448954389
3.532	-0.0435256562185	-0.0421833764067	-0.00750146098991	-0.0114456987359	0.0262059386719	-0.0436352205034	0.0366987785265
3.536	-0.0433591996072	-0.0420113988344	-0.00763447958926	-0.0115322675427	0.0261985876891	-0.0435008565087	0.0364516791168
3.54	-0.0432104987057	-0.0418577804979	-0.00774568680609	-0.0116083551315	0.0261487439024	-0.0433878415312	0.0362132447673
3.544	-0.0430823682853	-0.0417253640372	-0.00783515730853	-0.0116736956517	0.0260645838371	-0.0432981342516	0.0359918631659
3.548	-0.0429768789355	-0.0416162569539	-0.0079024856234	-0.0117276291263	0.0259544364446	-0.0432327107714	0.0357941443052
3.552	-0.0428953200622	-0.0415317958584	-0.00794729630828	-0.0117692665249	0.0258277277801	-0.0431912659365	0.0356253513301
3.556	-0.0428387673751	-0.0414731116127	-0.00796943004121	-0.011797569226	0.0256951055017	-0.0431727014427	0.0354902761255
3.56	-0.0428088588517	-0.0414419055598	-0.00796920295956	-0.0118114322501	0.0255692070802	-0.0431757107805	0.035394794279
3.564	-0.0428082948967	-0.0414409441681	-0.00794772347915	-0.0118099067004	0.025464693072	-0.0431993139267	0.0353468732345
3.568	-0.042841388538	-0.0414746288705	-0.00790678926143	-0.011792147155	0.0253985004789	-0.0432433433108	0.0353580045127
3.572	-0.0429127435267	-0.0415476842879	-0.00784895189706	-0.0117576212658	0.0253884681294	-0.0433075628487	0.0354419488545
3.576	-0.0430257563838	-0.0416637131644	-0.00777637469144	-0.0117055695025	0.0254516443882	-0.0433905823585	0.0356135632848
3.58	-0.0431779005529	-0.0418204861363	-0.00769150207175	-0.0116354119975	0.0256037992402	-0.0434856646307	0.0358844066148
3.584	-0.0433604256098	-0.0420097359773	-0.007593115502	-0.0115447141894	0.0258547282221	-0.0435812962158	0.036261558731
3.588	-0.0435540755224	-0.042212799968	-0.00747821730541	-0.0114303617002	0.0262076575098	-0.0436576407293	0.0367420591229
3.592	-0.0437306590874	-0.042402160398	-0.007342009273	-0.0112885055467	0.0266598053474	-0.043688039718	0.0373135821362
3.596	-0.0438572649895	-0.0425454991395	-0.00717870424173	-0.0111157203274	0.0271973984842	-0.0436443106257	0.0379530144705
3.6	-0.0439019667222	-0.0426112559441	-0.00698445386184	-0.0109105410433	0.0278000491284	-0.0435013442783	0.0386306830537
3.604	-0.0438410631272	-0.0425756935154	-0.00675893640569	-0.0106747344027	0.0284404682844	-0.0432440048141	0.0393136280541
3.608	-0.0436648859588	-0.0424285887851	-0.00650657059455	-0.0104140501843	0.029087332152	-0.0428718761856	0.0399700562338
3.612	-0.0433790369884	-0.0421745116772	-0.00623620637065	-0.0101375963289	0.0297116269173	-0.0423989040676	0.0405734562053
3.616	-0.0430032507937	-0.0418318224979	-0.00595932015436	-0.00985649481646	0.0302894303188	-0.0418514249231	0.0411050250783
3.62	-0.042567168343	-0.0414286327749	-0.00568821200335	-0.00958242343918	0.0308040971818	-0.0412635213417	0.0415541169874
3.624	-0.0421027904406	-0.0409955612608	-0.00543357268201	-0.00932537187183	0.0312490104634	-0.0406690609394	0.0419180459152
3.628	-0.0416376432016	-0.0405590593908	-0.00520342345327	-0.00909260883316	0.0316276728413	-0.0400953747028	0.0421982414522
3.632	-0.0411972509554	-0.040143728087	-0.0050042991822	-0.00889022282722	0.0319459584967	-0.0395672567779	0.0423979998079
3.636	-0.0407967154985	-0.03976424954	-0.00483879299167	-0.00872041885594	0.0322158296616	-0.0390977162071	0.0425226938607
3.64	-0.0404428507724	-0.0394273563368	-0.00470701590195	-0.00858300095058	0.0324504614867	-0.0386911257314	0.0425770732635
3.644	-0.0401356100969	-0.0391331754446	-0.00460736391633	-0.00847610364361	0.0326620828541	-0.0383449899724	0.0425642384625
