datacolumns 2
datarows 78
time	R_hip_aa
3.164	-89.2506079619
3.168	-75.2418127942
3.172	-56.8848763129
3.176	-36.4459341896
3.18	-17.0425637058
3.184	-0.680491516169
3.188	11.4092968591
3.192	18.7755618327
3.196	21.6295722914
3.2	20.6966464163
3.204	17.015853775
3.208	11.7726269283
3.212	6.16177590752
3.216	1.27585416175
3.22	-1.98924854668
3.224	-3.01338859294
3.228	-1.50968763993
3.232	2.45017721713
3.236	-5.12828237855
3.24	-7.8082180939
3.244	-12.6559748018
3.248	-19.6857024706
3.252	-28.3435161469
3.256	-38.1295087521
3.26	-49.0368418118
3.264	-61.5459551099
3.268	-75.8511079662
3.272	-91.4603624019
3.276	-107.332750926
3.28	-122.356527143
3.284	-135.662520291
3.288	-146.800827132
3.292	-155.823127385
3.296	-162.866340818
3.3	-167.855967428
3.304	-170.53771013
3.308	-170.711536015
3.312	-168.380437543
3.316	-163.781305717
3.32	-157.358521705
3.324	-149.61066782
3.328	-141.016271883
3.332	-131.990917668
3.336	-122.79824351
3.34	-113.503912062
3.344	-104.055862994
3.348	-94.4524852158
3.352	-84.9679551086
3.356	-76.2194529101
3.36	-69.3176679673
3.364	-67.507533391
3.368	-68.8894061671
3.372	-72.7340833543
3.376	-75.8188162095
3.38	-76.6680049469
3.384	-74.5494541322
3.388	-68.0321616765
3.392	-56.7476534274
3.396	-41.5103575711
3.4	-23.9977777667
3.404	-6.36449514758
3.408	9.97961544208
3.412	20.6283105168
3.416	27.3555771216
3.42	30.2358527567
3.424	30.3055375859
3.428	29.0564264106
3.432	27.7889797771
3.436	26.7049971911
3.44	26.4733673686
3.444	26.5133930147
3.448	27.9748037145
3.452	27.8247163983
3.456	24.2987100607
3.46	17.1968678045
3.464	6.29039179813
3.468	-8.01277690533
3.472	-21.379045906
