datacolumns 17
datarows 111
time	addmag_r	bicfemlh_r	gaslat_r	gasmed_r	gmax_r	gmed_r	gra_r	perlong_r	recfem_r	sar_r	semimem_r	sol_r	tfl_r	tibant_r	vaslat_r	vasmed_r
2.908 0.084897 0.007316 0.007499 0.006483 0.013882 0.015686 0.140693 0.017571 0.008572 0.034431 0.058841 0.005912 0.035915 0.128544 0.002243 0.001737
2.912 0.081444 0.007061 0.007293 0.006429 0.013578 0.014276 0.129421 0.017305 0.00815 0.032324 0.062841 0.005881 0.031263 0.118317 0.001954 0.001719
2.916 0.077245 0.006877 0.007068 0.00636 0.013736 0.012964 0.118707 0.017024 0.007676 0.030165 0.066215 0.005816 0.026862 0.108923 0.001687 0.001719
2.92 0.072391 0.006752 0.006812 0.006267 0.014414 0.011771 0.108384 0.016717 0.007164 0.027923 0.068662 0.005709 0.022774 0.100387 0.001451 0.001737
2.924 0.067088 0.006675 0.006521 0.006139 0.015668 0.010723 0.098383 0.016377 0.006632 0.025587 0.069877 0.005562 0.019032 0.092742 0.001255 0.001772
2.928 0.061592 0.006644 0.006193 0.005966 0.017543 0.009857 0.088744 0.015995 0.006096 0.023175 0.069568 0.005378 0.015653 0.085964 0.001113 0.001824
2.932 0.056185 0.006677 0.005833 0.005737 0.020084 0.009216 0.079594 0.015567 0.005573 0.020739 0.067639 0.005161 0.012653 0.079962 0.001036 0.00189
2.936 0.051155 0.006817 0.005447 0.005445 0.023322 0.008844 0.071032 0.015091 0.005081 0.018339 0.064346 0.004911 0.010036 0.074607 0.001041 0.001971
2.94 0.046781 0.007135 0.005045 0.005085 0.027276 0.008777 0.06318 0.014568 0.004631 0.01603 0.060125 0.004625 0.007798 0.069741 0.001143 0.002067
2.944 0.043325 0.007726 0.004635 0.004656 0.031943 0.009043 0.056179 0.014001 0.004231 0.013859 0.055434 0.004303 0.005924 0.065187 0.001357 0.002178
2.948 0.041027 0.008709 0.004224 0.00416 0.037302 0.009665 0.050145 0.013401 0.003885 0.01186 0.050783 0.003941 0.004394 0.06074 0.0017 0.002303
2.952 0.040117 0.010217 0.003818 0.003602 0.043308 0.010657 0.045154 0.012782 0.003598 0.010057 0.046659 0.003538 0.00318 0.056236 0.002185 0.002446
2.956 0.040795 0.012386 0.003418 0.002986 0.049884 0.012026 0.041245 0.012163 0.003372 0.008463 0.043494 0.003096 0.002252 0.051622 0.002828 0.002607
2.96 0.04323 0.015351 0.003025 0.00232 0.056932 0.013772 0.038418 0.011562 0.003209 0.007086 0.041672 0.002619 0.00158 0.046976 0.003642 0.002785
2.964 0.047569 0.01924 0.002635 0.001612 0.064328 0.015883 0.036634 0.010993 0.00311 0.005928 0.041535 0.002114 0.001131 0.042385 0.00464 0.002979
2.968 0.053934 0.02418 0.002245 0.000879 0.071943 0.018339 0.035822 0.01046 0.003075 0.004983 0.043382 0.001592 0.000876 0.037919 0.005833 0.003186
2.972 0.062406 0.030275 0.00185 0.00014 0.079658 0.02111 0.035883 0.009961 0.003106 0.004247 0.047469 0.001061 0.000785 0.033635 0.007227 0.003403
2.976 0.073037 0.037609 0.001444 0.0 0.087349 0.024159 0.036705 0.009489 0.0032 0.003707 0.054006 0.000532 0.000831 0.029568 0.008823 0.003627
2.98 0.085832 0.046231 0.001023 0.0 0.094877 0.027433 0.038157 0.00904 0.003356 0.00335 0.06315 1.7e-05 0.000987 0.025734 0.010613 0.003849
2.984 0.100729 0.056148 0.00059 0.0 0.102058 0.030866 0.040091 0.008616 0.003566 0.00316 0.075002 0.0 0.001228 0.02215 0.012581 0.004059
2.988 0.117588 0.06732 0.000152 0.0 0.108674 0.034383 0.042334 0.00822 0.003823 0.003119 0.089639 0.0 0.001528 0.018828 0.0147 0.004246
2.992 0.136209 0.079664 0.0 0.0 0.114465 0.037926 0.044712 0.007854 0.004116 0.003208 0.107112 0.0 0.001865 0.015788 0.016929 0.0044
2.996 0.156354 0.093046 0.0 0.0 0.119164 0.041425 0.047048 0.007526 0.004434 0.003407 0.127399 0.0 0.00222 0.013047 0.019212 0.004511
3.0 0.177697 0.107295 0.0 0.0 0.122538 0.044786 0.049157 0.00725 0.004766 0.003694 0.150376 0.0 0.002572 0.010635 0.021478 0.004568
3.004 0.199887 0.122221 0.0 0.0 0.124406 0.047884 0.050899 0.00704 0.0051 0.00405 0.175838 0.0 0.002904 0.008629 0.023639 0.004564
3.008 0.222563 0.137606 0.0 0.0 0.124709 0.050572 0.052182 0.006909 0.005423 0.004459 0.203496 0.0 0.003201 0.007155 0.025602 0.004491
3.012 0.245351 0.15326 0.0 0.00054 0.12343 0.052699 0.052978 0.006866 0.005725 0.004912 0.232974 0.0 0.003451 0.006373 0.027272 0.004339
3.016 0.267955 0.169003 0.0 0.002592 0.12069 0.054104 0.053324 0.006922 0.005999 0.005397 0.263761 0.0 0.003645 0.006446 0.028557 0.004104
3.02 0.290037 0.184669 0.0 0.005337 0.116715 0.054678 0.053268 0.007088 0.006236 0.005901 0.29542 0.000855 0.003774 0.00754 0.029399 0.003782
3.024 0.311375 0.200232 0.0 0.008882 0.11175 0.05439 0.052892 0.007393 0.006428 0.006412 0.327675 0.002462 0.003834 0.009824 0.029787 0.003369
3.028 0.331941 0.215896 0.000606 0.013342 0.106047 0.053317 0.052284 0.007874 0.006569 0.006917 0.360542 0.004612 0.00382 0.013472 0.029739 0.002868
3.032 0.351862 0.231931 0.002155 0.018825 0.099884 0.051582 0.051534 0.008568 0.006657 0.007415 0.394208 0.007395 0.003723 0.01865 0.029282 0.002288
3.036 0.371305 0.248511 0.004274 0.025434 0.093635 0.049317 0.05073 0.009514 0.006697 0.007906 0.428961 0.010902 0.003536 0.025518 0.028462 0.001643
3.04 0.390279 0.265709 0.007057 0.033255 0.087653 0.046673 0.049964 0.010745 0.006694 0.00839 0.465237 0.01522 0.003246 0.034217 0.027358 0.000945
3.044 0.408845 0.283627 0.010602 0.042345 0.08222 0.043786 0.049342 0.012292 0.006657 0.008864 0.503589 0.020426 0.002848 0.044865 0.026068 0.000217
3.048 0.427022 0.302315 0.015009 0.052731 0.07758 0.040759 0.048951 0.014187 0.006591 0.009322 0.544537 0.026586 0.002343 0.057539 0.024692 0.0
3.052 0.44477 0.321659 0.020374 0.064402 0.074022 0.037706 0.048875 0.01646 0.006496 0.009757 0.588539 0.033743 0.001735 0.072267 0.023314 0.0
3.056 0.462053 0.341654 0.026788 0.077307 0.071862 0.034801 0.049203 0.019144 0.006377 0.010164 0.636027 0.041918 0.001031 0.089027 0.022013 0.0
3.06 0.478752 0.362357 0.034325 0.091357 0.071425 0.032268 0.050012 0.022265 0.006241 0.010539 0.687232 0.0511 0.000242 0.107714 0.020865 0.0
3.064 0.494658 0.383929 0.04304 0.106461 0.073098 0.030386 0.051361 0.025837 0.006098 0.010873 0.742082 0.061231 0.0 0.128151 0.019954 0.0
3.068 0.509739 0.406579 0.052963 0.122566 0.077268 0.029426 0.05328 0.029861 0.005963 0.011155 0.8005 0.072228 0.0 0.150087 0.019378 0.0
3.072 0.523953 0.430255 0.064095 0.139661 0.084301 0.029655 0.055755 0.034334 0.005857 0.011368 0.862101 0.084012 0.0 0.173182 0.01924 0.0
3.076 0.537163 0.454528 0.076411 0.157784 0.094528 0.031381 0.05873 0.039277 0.00581 0.011498 0.925706 0.096499 0.0 0.197031 0.019648 0.000709
3.08 0.549532 0.478569 0.089858 0.176917 0.108218 0.034918 0.062115 0.044793 0.005857 0.011533 0.989835 0.109574 0.0 0.221153 0.02071 0.003099
3.084 0.561076 0.501296 0.104352 0.196924 0.125589 0.040568 0.065767 0.051025 0.006038 0.011471 1.052983 0.123141 0.0 0.244937 0.022528 0.006487
3.088 0.571359 0.521435 0.119822 0.217688 0.146787 0.048616 0.069494 0.05814 0.006393 0.011317 1.113336 0.137219 0.0 0.26779 0.025192 0.011058
3.092 0.579657 0.537496 0.136281 0.23914 0.171853 0.059335 0.073091 0.066303 0.006968 0.011073 1.168538 0.152077 0.0 0.289187 0.028802 0.016993
3.096 0.585223 0.548265 0.153782 0.26121 0.200735 0.072975 0.076339 0.075654 0.007802 0.010755 1.215761 0.168083 0.0 0.308623 0.033473 0.024476
3.1 0.587231 0.552876 0.172377 0.283861 0.233268 0.089773 0.07907 0.086276 0.008937 0.010384 1.251497 0.185606 0.0 0.325688 0.039362 0.033688
3.104 0.585292 0.551153 0.192127 0.307036 0.269166 0.109959 0.081303 0.098232 0.010408 0.009986 1.272479 0.205049 0.0 0.340154 0.046659 0.044804
3.108 0.579422 0.543506 0.213038 0.330755 0.307955 0.133765 0.083179 0.111623 0.012247 0.009598 1.277105 0.226713 0.000718 0.352066 0.055592 0.057978
3.112 0.569668 0.530808 0.235187 0.355228 0.348951 0.161352 0.084845 0.1266 0.014478 0.009253 1.264758 0.250833 0.004237 0.361471 0.066379 0.073328
3.116 0.556215 0.514256 0.2587 0.380838 0.391211 0.192799 0.08642 0.143317 0.017119 0.008983 1.235685 0.277658 0.00887 0.368335 0.079199 0.090917
3.12 0.539508 0.495027 0.283717 0.408034 0.433662 0.228065 0.087987 0.161844 0.020185 0.008813 1.190845 0.307374 0.014762 0.372402 0.094202 0.110744
3.124 0.520141 0.473962 0.310287 0.437158 0.475151 0.266936 0.089561 0.182135 0.023687 0.008771 1.13194 0.340139 0.02205 0.373301 0.111472 0.132713
3.128 0.498808 0.451681 0.33832 0.46839 0.514263 0.309069 0.091138 0.204156 0.027625 0.008887 1.061138 0.376098 0.030862 0.370623 0.131016 0.156628
3.132 0.476191 0.428624 0.367529 0.501762 0.549583 0.354073 0.092718 0.227881 0.031989 0.009193 0.980634 0.415238 0.041312 0.364084 0.152749 0.182213
3.136 0.453023 0.405071 0.397414 0.537003 0.580322 0.401444 0.094345 0.253167 0.03677 0.009734 0.8934 0.457234 0.053483 0.353513 0.17646 0.209128
3.14 0.430096 0.381352 0.427284 0.573518 0.606399 0.450685 0.096068 0.279712 0.041958 0.010576 0.802699 0.501393 0.06742 0.339151 0.201901 0.237087
3.144 0.408115 0.358025 0.456602 0.610581 0.627843 0.501209 0.097887 0.307034 0.047528 0.011795 0.711364 0.546813 0.083127 0.321909 0.228833 0.265822
3.148 0.387568 0.335773 0.48523 0.64767 0.644329 0.552224 0.099725 0.334644 0.053472 0.013489 0.62172 0.59266 0.100549 0.302815 0.257066 0.295082
3.152 0.368821 0.31515 0.513185 0.684355 0.655275 0.602877 0.101456 0.362138 0.059803 0.015779 0.535802 0.638262 0.119557 0.282927 0.286368 0.324545
3.156 0.351991 0.296614 0.540596 0.720068 0.660272 0.652203 0.102932 0.389228 0.066531 0.018783 0.455222 0.683024 0.139938 0.263087 0.316491 0.353718
3.16 0.336897 0.280514 0.56763 0.754132 0.659479 0.699033 0.104007 0.41562 0.073641 0.022609 0.381099 0.726778 0.161385 0.243899 0.347081 0.381953
3.164 0.323278 0.266925 0.594316 0.786032 0.653551 0.741921 0.104597 0.440867 0.081114 0.027363 0.314165 0.76946 0.183493 0.225817 0.377716 0.408541
3.168 0.310769 0.255649 0.620549 0.815082 0.643135 0.779687 0.10468 0.464576 0.088987 0.033172 0.254834 0.810788 0.205768 0.209152 0.408191 0.432781
3.172 0.298914 0.246239 0.645894 0.839976 0.628686 0.81147 0.104281 0.48649 0.097339 0.040189 0.203191 0.850247 0.227595 0.194062 0.43832 0.454295
3.176 0.287388 0.238056 0.669619 0.858828 0.610696 0.836692 0.103371 0.506821 0.106209 0.048582 0.159078 0.887308 0.248323 0.180654 0.467804 0.473114
3.18 0.275893 0.230344 0.69119 0.870106 0.589913 0.855218 0.101917 0.526144 0.115584 0.058499 0.12216 0.921442 0.267426 0.169055 0.496135 0.489448
3.184 0.264165 0.222491 0.710651 0.873458 0.567014 0.866731 0.099915 0.544852 0.125399 0.070038 0.091961 0.952073 0.284368 0.159292 0.522414 0.503307
3.188 0.252017 0.214251 0.728429 0.869237 0.542275 0.870702 0.09735 0.563033 0.13552 0.083248 0.067902 0.978828 0.298571 0.151275 0.545436 0.514369
3.192 0.239327 0.205683 0.744974 0.858211 0.515487 0.866454 0.094211 0.580669 0.145818 0.098124 0.049358 1.001162 0.30934 0.144857 0.564022 0.522145
3.196 0.226148 0.196922 0.760588 0.841544 0.486372 0.853197 0.090505 0.597503 0.156143 0.114583 0.035695 1.018286 0.315923 0.13981 0.576929 0.526133
3.2 0.212564 0.188142 0.77545 0.820569 0.454695 0.830208 0.086245 0.613057 0.166278 0.132446 0.026273 1.029732 0.317846 0.135894 0.582935 0.525714
3.204 0.198707 0.179563 0.789543 0.796265 0.42061 0.797213 0.081495 0.626816 0.175902 0.151433 0.020482 1.035521 0.315032 0.132919 0.581628 0.520387
3.208 0.184707 0.171334 0.802642 0.769357 0.384613 0.754886 0.076335 0.638663 0.184679 0.171189 0.017743 1.035825 0.307894 0.130782 0.573303 0.51022
